pid,Player,Season,AVG,FPTS_TG,FPTS/G_MISC_avg,ATT_RUSHING/G_avg,YDS_RUSHING/G_avg,TD_RUSHING/G_avg,REC_RECEIVING/G_avg,TGT_RECEIVING/G_avg,YDS_RECEIVING/G_avg,TD_RECEIVING/G_avg,FL_MISC/G_avg,YDS/ATT_RUSHING_avg,TD/ATT_RUSHING_avg,YDS/REC_RECEIVING_avg,YDS/TGT_RECEIVING_avg,REC/TGT_RECEIVING_avg,TD/TGT_RECEIVING_avg,FPTS/G_MISC_ewm,ATT_RUSHING/G_ewm,YDS_RUSHING/G_ewm,TD_RUSHING/G_ewm,REC_RECEIVING/G_ewm,TGT_RECEIVING/G_ewm,YDS_RECEIVING/G_ewm,TD_RECEIVING/G_ewm,FL_MISC/G_ewm,YDS/ATT_RUSHING_ewm,TD/ATT_RUSHING_ewm,YDS/REC_RECEIVING_ewm,YDS/TGT_RECEIVING_ewm,REC/TGT_RECEIVING_ewm,TD/TGT_RECEIVING_ewm,Rookie,Career_Years,STD
11594,Travis Kelce KC (10),2023,5.7,,15.466666666666669,0.0808823529411764,0.1605392156862745,0.0208333333333333,6.406862745098039,8.994281045751634,81.13946078431373,0.6672385620915033,0.0626633986928104,2.0,0.25,12.62587050630529,8.98789040279546,0.7114631019133011,0.0739912054970158,15.276402805491298,0.0933509009297151,0.1933300971971577,0.020023577563565,6.359661592617067,8.924139631237047,79.57219351693719,0.6661646806389858,0.0617781784422566,2.085786437626905,0.2071067811865475,12.48384533287896,8.890336063073807,0.7118955398840838,0.0744733561613403,0,8,0.5773502691896258
17269,Mark Andrews BAL (13),2023,28.0,,11.666666666666666,0.0862745098039215,0.1777777777777777,0.0,5.101213818860877,7.606349206349205,62.19897292250234,0.4542483660130719,0.0,1.3333333333333333,0.0,12.136190930267809,8.118969716249778,0.6681516711449037,0.0608722571892795,11.632313952441075,0.1094620879242205,0.2416436476383855,0.0,5.160016998268585,7.720583187057477,62.57627367244798,0.4339092201429175,0.0,1.5620971670050798,0.0,12.070089820344256,8.050605046230288,0.666064619857618,0.0569138894839518,0,5,1.7320508075688772
18290,T.J. Hockenson MIN (13),2023,42.3,,9.533333333333331,0.0208333333333333,0.0,0.0,4.776552287581699,6.966911764705881,49.17851307189542,0.3537581699346405,0.0404411764705882,0.0,0.0,10.32544293401464,7.0613877832966025,0.6854078264969354,0.0511788720400279,9.667962275898295,0.0141588074788116,0.0,0.0,4.869285479094828,7.110771846745997,50.16162393170675,0.3516564959529719,0.0408106803801041,0.0,0.0,10.321890939227035,7.055452482094862,0.6849890807358673,0.0497875094335059,0,4,3.785938897200183
16499,George Kittle SF (9),2023,49.7,,11.866666666666667,0.1547619047619047,1.1845238095238095,0.0,5.023809523809524,6.77420634920635,65.08333333333333,0.4706349206349206,0.046031746031746,7.583333333333334,0.0,12.925078247261348,9.54656398817705,0.7382994431485278,0.0744942652414201,11.735924551796591,0.1252874958474696,0.9390812271610828,0.0,4.796343168983088,6.532783286985901,61.88506235466144,0.5261997772824727,0.0530895445988725,7.426058197684008,0.0,12.875264943504208,9.411638114164564,0.7306932793087826,0.0855937146414488,0,6,6.8068592855540455
20164,Kyle Pitts ATL (11),2023,62.7,,7.300000000000001,0.0,0.0,0.0,3.4,6.185294117647059,47.976470588235294,0.1294117647058823,0.0,,,13.90126050420168,7.680585516178737,0.5463790446841295,0.0214946070878274,7.11126983722081,0.0,0.0,0.0,3.2970562748477144,6.136345385589355,45.85300394391756,0.1415227911943866,0.0,,,13.697607826642011,7.398058656727664,0.534059636383933,0.0236227452169386,0,2,5.507570547286102
17270,Dallas Goedert PHI (10),2023,63.3,,9.033333333333331,0.0,0.0,0.0,4.166161616161616,5.575252525252526,53.823232323232325,0.2631313131313131,0.0277777777777777,,,12.992123094297009,9.718834712198555,0.7472119540769425,0.0474212286569266,9.145308183932196,0.0,0.0,0.0,4.220053066786787,5.567116152826846,55.02441389743199,0.2604882779486397,0.0377568199434977,,,13.112016796813323,9.934740282907432,0.757540897734911,0.0470169052124156,0,5,10.598742063723098
14104,Darren Waller NYG (13),2023,65.7,,10.533333333333331,0.0,0.0,0.0,4.93287037037037,7.431607744107744,59.438552188552194,0.3592171717171717,0.0416666666666666,,,12.375207347169964,8.140689770143686,0.6601638915475996,0.0511139279072641,9.849195011627083,0.0,0.0,0.0,4.526466549875299,6.926395374635328,55.83505574176145,0.3367069545409396,0.0283176149576233,,,12.684248877942036,8.247714859369696,0.6516720214596022,0.0525613545537616,0,7,4.509249752822894
16411,Evan Engram JAC (9),2023,81.7,,6.8,0.186437908496732,0.7299019607843137,0.0208333333333333,3.7660947712418302,5.814624183006536,37.71127450980392,0.1659313725490196,0.0430555555555555,2.611111111111111,0.0555555555555555,9.914556094425064,6.468455875500886,0.6510055322870634,0.0303621762893922,6.999056897457399,0.1596150734099243,0.6505278939624975,0.0141588074788116,3.82008179874508,5.714362799133402,38.3894556891964,0.1848417472873899,0.035517290213281,2.9655775510726428,0.0377568199434977,9.947573345317782,6.691282685429076,0.6703177814380762,0.0337376813469676,0,6,10.11599393699568
20163,Pat Freiermuth PIT (6),2023,88.7,,7.699999999999999,0.0,0.0,0.0,3.975,5.735416666666667,39.93125,0.2854166666666666,0.03125,,,9.951190476190476,6.880263497804185,0.7011754068716094,0.0545078791010074,7.717157287525381,0.0,0.0,0.0,4.013603896932108,5.8723175233796026,41.45288693740723,0.2593232918884831,0.0258883476483184,,,10.23734952170308,6.981341240510544,0.6911695746348366,0.0486572928097383,0,2,8.504900548115383
16399,David Njoku CLE (5),2023,96.7,,5.8,0.0698412698412698,-0.1682539682539682,0.0,2.668131868131868,3.8261294261294254,30.96947496947497,0.2354090354090353,0.0238095238095238,-1.5,0.0,11.744185655710156,8.05236391238343,0.6864725656039905,0.0648124051181956,6.339811379491479,0.0860844597804655,-0.237545425449515,0.0,2.977056979971612,4.226399179856616,34.18102192883805,0.2497383342084831,0.032362988522998,-1.928932188134525,0.0,11.672625323364285,8.091901896753356,0.6945224244130523,0.0624570180832367,0,6,3.055050463303893
