pid,Player,Season,AVG,FPTS_TG,FPTS/G_MISC_avg,ATT_RUSHING/G_avg,YDS_RUSHING/G_avg,TD_RUSHING/G_avg,REC_RECEIVING/G_avg,TGT_RECEIVING/G_avg,YDS_RECEIVING/G_avg,TD_RECEIVING/G_avg,FL_MISC/G_avg,YDS/ATT_RUSHING_avg,TD/ATT_RUSHING_avg,YDS/REC_RECEIVING_avg,YDS/TGT_RECEIVING_avg,REC/TGT_RECEIVING_avg,TD/TGT_RECEIVING_avg,FPTS/G_MISC_ewm,ATT_RUSHING/G_ewm,YDS_RUSHING/G_ewm,TD_RUSHING/G_ewm,REC_RECEIVING/G_ewm,TGT_RECEIVING/G_ewm,YDS_RECEIVING/G_ewm,TD_RECEIVING/G_ewm,FL_MISC/G_ewm,YDS/ATT_RUSHING_ewm,TD/ATT_RUSHING_ewm,YDS/REC_RECEIVING_ewm,YDS/TGT_RECEIVING_ewm,REC/TGT_RECEIVING_ewm,TD/TGT_RECEIVING_ewm,Rookie,Career_Years,STD
16393,Christian McCaffrey SF (9),2023,1.7,,20.466666666666665,16.054154995331466,68.38095238095238,0.7600373482726424,5.317460317460317,6.181139122315592,47.41830065359477,0.2567693744164332,0.0,4.315412857855203,0.0425445526862587,8.917541070482246,7.689690010935197,0.8614043011775148,0.0411060397153679,19.564466094067264,15.489411292774829,67.57658657050789,0.6365513599334662,5.242563634350288,6.189656700006602,46.69905497285509,0.2545411816816068,0.0,4.409299233552449,0.0372896590426159,8.90535570778933,7.5654316942829665,0.8484076202406058,0.0407132964268637,0,6,0.5773502691896257
16483,Austin Ekeler LAC (5),2023,4.0,,17.3,12.158333333333331,54.58700980392157,0.538235294117647,5.356372549019608,6.615196078431372,41.06936274509804,0.3313725490196078,0.1213235294117647,4.492196577325273,0.0435328690119056,7.817827885740658,6.2560060311609975,0.8059899222908102,0.0517485641627038,17.82748402220359,12.189713718025516,54.63461160712269,0.6094113704456819,5.47672179605718,6.739520127235676,41.32750598069754,0.3387561689471803,0.1400263513945727,4.484076874270227,0.0494885531762335,7.709111376563722,6.1854915296944695,0.8085123906291705,0.0520745056972271,0,6,0.0
17240,Saquon Barkley NYG (13),2023,8.3,,10.466666666666669,13.169642857142856,47.11904761904762,0.2559523809523809,3.1636904761904763,4.440476190476191,23.303571428571427,0.0476190476190476,0.0238095238095238,3.299141712829888,0.0154146613656971,7.448152902581658,5.242690058479532,0.7119883040935672,0.0116959064327485,11.601333748406455,14.213057509618288,54.57417102457463,0.3289443268643817,3.231974445974536,4.475965927966048,22.386096758897818,0.0457681772881486,0.0228840886440743,3.593190209237226,0.0193139809981512,7.007207805685755,5.003526493452223,0.721285446663693,0.0112413067023523,0,5,1.5275252316519468
23133,Bijan Robinson ATL (11),2023,8.7,,16.413333333333334,17.863730517848165,76.38959150326798,0.5710922574157868,3.6819740716799543,4.7234311929900175,28.422215937657114,0.12552000287294401,0.045079365079365066,4.318849060472294,0.03322480257816074,7.851869868373586,6.104660404255535,0.7775177901288369,0.027183003565687043,16.50643990698332,18.027333672281053,77.00132536036388,0.5698454034603764,3.6968189547874095,4.750050821704713,28.39151703475312,0.13040923409257169,0.04078224176731108,4.317298845551009,0.03272098580009364,7.803989931335275,6.047936606806023,0.7754763652469594,0.0287269581336951,0,1,0.5773502691896257
17246,Nick Chubb CLE (5),2023,11.3,,15.7,16.627917833800186,89.5170401493931,0.7591036414565826,1.450046685340803,1.8207282913165264,12.995798319327733,0.0434173669467787,0.0711951447245564,5.395796057472599,0.0459935711242786,8.975617283950617,7.250930930930931,0.8062062062062062,0.0223423423423423,15.628817770610045,16.853335721671574,89.59843721721673,0.7294361036290915,1.4793369007643666,1.8980328929411612,13.183390543240176,0.0495359615453668,0.0684143715171157,5.329220015750452,0.0435524061534766,8.921716437112652,7.044330367571099,0.788298787332826,0.0250605447574917,0,5,1.5275252316519468
19217,Jonathan Taylor IND (11),2023,13.7,,15.833333333333334,16.998692810457516,85.40424836601308,0.7084967320261438,2.362091503267974,3.0,17.67549019607843,0.061437908496732,0.1447712418300653,4.99266246018557,0.0408213313022203,7.470899470899471,6.036274509803921,0.7947712418300653,0.0214052287581699,15.204439284373636,17.00992137977036,84.29331000527586,0.6563802486022475,2.3547179679973413,3.075513639886996,16.69940013869984,0.0527941680970509,0.1660646279275441,4.920881647092648,0.0375502196967318,7.078897042398698,5.574647357221036,0.7723203826846143,0.0182273363647419,0,3,5.686240703077327
15514,Derrick Henry TEN (7),2023,17.0,,20.366666666666664,24.27083333333333,113.3125,1.0416666666666667,1.8333333333333333,2.333333333333333,17.083333333333332,0.0,0.1041666666666666,4.682616488683398,0.0426283096992625,8.872053872053872,7.028245476003147,0.7725937581956465,0.0,20.05496804440718,24.005203820042823,109.77657891849675,1.009300272860202,1.9243474279873325,2.4008883476483187,19.051776695296635,0.0,0.1132704598304932,4.582233001296489,0.0416944199596088,9.564692379499949,7.698199792849272,0.7918628041240595,0.0,0,7,4.0
18705,Tony Pollard DAL (7),2023,18.3,,10.166666666666666,9.013888888888888,46.019444444444446,0.3152777777777777,2.2625,3.0013888888888887,19.23888888888889,0.0833333333333333,0.0,5.018438834716473,0.0338735667109955,8.348901098901099,6.298847167325428,0.7523056653491436,0.0265151515151515,11.04047825369471,9.671941997662294,50.03166860169322,0.3542107300027951,2.333814419398341,3.1063113276073397,20.436293674205075,0.0991116523516815,0.0,5.111635944063914,0.0350289669144128,8.639988365752469,6.4964144164629305,0.7514790397014935,0.0303770778636322,0,4,4.509249752822894
18269,Josh Jacobs LV (13),2023,21.7,,15.133333333333336,17.555555555555554,75.4562091503268,0.7019607843137255,2.9725490196078432,3.677124183006536,20.865359477124183,0.0,0.1084967320261438,4.260432262234919,0.0402416053269943,7.067911822628804,5.658796296296296,0.8017361111111111,0.0,15.565409196609863,17.819472277649265,78.76454814622387,0.6932815551545239,3.0642973546840206,3.752285519671721,21.68795041073334,0.0,0.0995742943250294,4.373950363366386,0.039236501704957,7.1179794828876295,5.771962496666151,0.8116567030480271,0.0,0,4,3.7859388972001824
22726,Rhamondre Stevenson NE (11),2023,24.3,,10.8,11.71813725490196,55.83823529411765,0.3553921568627451,2.612745098039216,3.338235294117647,17.50735294117647,0.0294117647058823,0.071078431372549,4.754385964912281,0.0307017543859649,7.443581780538302,5.808712121212121,0.7809343434343434,0.0056818181818181,11.108831175456858,11.827052388947886,56.75413167231079,0.3448791130359185,2.860852932352323,3.653626608922445,18.75251785202581,0.0344580257427591,0.0689758226071837,4.788356534198123,0.0295192345690526,7.213308247653661,5.632914913802441,0.7814759244799679,0.0066566640639421,0,2,1.1547005383792517
