pid,Player,Season,AVG,FPTS_TG,ATT_RUSHING_avg,YDS_RUSHING_avg,TD_RUSHING_avg,REC_RECEIVING_avg,TGT_RECEIVING_avg,YDS_RECEIVING_avg,TD_RECEIVING_avg,FL_MISC_avg,G_MISC_avg,FPTS/G_MISC_avg,FPTS_MISC_avg,ATT_RUSHING/G_avg,YDS_RUSHING/G_avg,TD_RUSHING/G_avg,REC_RECEIVING/G_avg,TGT_RECEIVING/G_avg,YDS_RECEIVING/G_avg,TD_RECEIVING/G_avg,FL_MISC/G_avg,YDS/ATT_RUSHING_avg,TD/ATT_RUSHING_avg,YDS/REC_RECEIVING_avg,YDS/TGT_RECEIVING_avg,REC/TGT_RECEIVING_avg,TD/TGT_RECEIVING_avg,ATT_RUSHING_ewm,YDS_RUSHING_ewm,TD_RUSHING_ewm,REC_RECEIVING_ewm,TGT_RECEIVING_ewm,YDS_RECEIVING_ewm,TD_RECEIVING_ewm,FL_MISC_ewm,G_MISC_ewm,FPTS/G_MISC_ewm,FPTS_MISC_ewm,ATT_RUSHING/G_ewm,YDS_RUSHING/G_ewm,TD_RUSHING/G_ewm,REC_RECEIVING/G_ewm,TGT_RECEIVING/G_ewm,YDS_RECEIVING/G_ewm,TD_RECEIVING/G_ewm,FL_MISC/G_ewm,YDS/ATT_RUSHING_ewm,TD/ATT_RUSHING_ewm,YDS/REC_RECEIVING_ewm,YDS/TGT_RECEIVING_ewm,REC/TGT_RECEIVING_ewm,TD/TGT_RECEIVING_ewm,ATT_RUSHING_ls,YDS_RUSHING_ls,TD_RUSHING_ls,REC_RECEIVING_ls,TGT_RECEIVING_ls,YDS_RECEIVING_ls,TD_RECEIVING_ls,FL_MISC_ls,G_MISC_ls,FPTS/G_MISC_ls,FPTS_MISC_ls,ATT_RUSHING/G_ls,YDS_RUSHING/G_ls,TD_RUSHING/G_ls,REC_RECEIVING/G_ls,TGT_RECEIVING/G_ls,YDS_RECEIVING/G_ls,TD_RECEIVING/G_ls,FL_MISC/G_ls,YDS/ATT_RUSHING_ls,TD/ATT_RUSHING_ls,YDS/REC_RECEIVING_ls,YDS/TGT_RECEIVING_ls,REC/TGT_RECEIVING_ls,TD/TGT_RECEIVING_ls,Rookie,Career_Years
11689,Zach Ertz (ARI),2018,38.5,222.3,0.0,0.0,0.0,75.66666666666667,109.33333333333333,831.0,4.666666666666667,0.6666666666666666,14.333333333333334,10.333333333333334,147.6,0.0,0.0,0.0,5.285714285714286,7.631746031746032,58.00317460317461,0.33015873015873015,0.046031746031746035,,,10.99000231000231,7.601697909009229,0.6927397288246344,0.04277342154700645,0.0,0.0,0.0,75.50804988372914,109.17157287525382,828.0066687420323,5.359245517965919,0.6796227589829593,14.226540919660987,10.66246547145758,151.3509194058974,0.0,0.0,0.0,5.312524663244587,7.677147667270366,58.22314584123649,0.38064571871508,0.04746571650039715,,,10.973291730171386,7.585646965205917,0.6922513093505898,0.049086487269708455,0.0,0.0,0.0,74.0,110.0,824.0,8.0,1.0,14.0,11.8,165.4,0.0,0.0,0.0,5.285714285714286,7.857142857142857,58.857142857142854,0.5714285714285714,0.07142857142857142,,,11.135135135135135,7.490909090909091,0.6727272727272727,0.07272727272727272,0,3
16499,George Kittle (SF),2018,130.5,214.7,0.0,0.0,0.0,43.0,63.0,515.0,2.0,0.0,15.0,5.7,85.0,0.0,0.0,0.0,2.8666666666666667,4.2,34.333333333333336,0.13333333333333333,0.0,,,11.976744186046512,8.174603174603174,0.6825396825396826,0.031746031746031744,0.0,0.0,0.0,43.0,63.0,515.0,2.0,0.0,15.0,5.7,85.0,0.0,0.0,0.0,2.8666666666666667,4.2,34.333333333333336,0.13333333333333333,0.0,,,11.976744186046512,8.174603174603174,0.6825396825396826,0.031746031746031744,0.0,0.0,0.0,43.0,63.0,515.0,2.0,0.0,15.0,5.7,85.0,0.0,0.0,0.0,2.8666666666666667,4.2,34.333333333333336,0.13333333333333333,0.0,,,11.976744186046512,8.174603174603174,0.6825396825396826,0.031746031746031744,0,1
12143,Eric Ebron (FA),2018,167.0,189.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,53.666666666666664,80.33333333333333,607.3333333333334,3.3333333333333335,0.3333333333333333,14.333333333333334,7.666666666666667,108.93333333333334,0.025641025641025644,0.025641025641025644,0.025641025641025644,3.78731684981685,5.637820512820514,42.97481684981685,0.22802197802197802,0.020833333333333332,1.0,1.0,11.303819433018978,7.570184352810892,0.6684515666731808,0.04323496840596704,0.32037724101704074,0.32037724101704074,0.32037724101704074,54.203772410170416,82.05496804440716,609.5096679918781,3.2654091966098644,0.4530818393219729,14.585786437626906,7.521987217762871,108.6934456754922,0.02464440315515698,0.02464440315515698,0.02464440315515698,3.7646724155090654,5.66279375284888,42.465944047417366,0.21882233429314538,0.028317614957623305,1.0,1.0,11.229545402532347,7.441811733992387,0.6612486852538342,0.041024212195416444,0.0,0.0,0.0,53.0,86.0,574.0,4.0,1.0,16.0,6.6,105.9,0.0,0.0,0.0,3.3125,5.375,35.875,0.25,0.0625,,,10.830188679245284,6.674418604651163,0.6162790697674418,0.046511627906976744,0,3
9265,Jared Cook (FA),2018,172.0,159.6,0.0,0.0,0.0,41.0,70.66666666666667,515.3333333333334,1.0,1.0,14.0,5.5,76.7,0.0,0.0,0.0,2.9375,5.054166666666666,36.920833333333334,0.075,0.075,,,12.546913580246914,7.2684967320261435,0.5787140902872777,0.014287885696914424,0.0,0.0,0.0,42.912832420676224,72.29484644813273,541.4687076738761,1.2265409196609864,1.0,14.077736553897756,5.767962275898296,81.41561433501361,0.0,0.0,0.0,3.042476422436435,5.1311493764533855,38.37112747449568,0.08867295401695068,0.07451414653813902,,,12.592676920405522,7.445815966853034,0.5907517267683273,0.016818693647584756,0.0,0.0,0.0,54.0,86.0,688.0,2.0,1.0,16.0,6.6,105.8,0.0,0.0,0.0,3.375,5.375,43.0,0.125,0.0625,,,12.74074074074074,8.0,0.627906976744186,0.023255813953488372,0,3
15581,Austin Hooper (LV),2018,176.5,127.5,0.0,0.0,0.0,34.0,46.0,398.5,3.0,0.0,15.0,4.9,74.85,0.0,0.0,0.0,2.209821428571429,2.9955357142857144,26.11607142857143,0.20089285714285715,0.0,,,12.498925886143931,9.064672364672365,0.7287749287749288,0.07863247863247863,0.0,0.0,0.0,36.573593128807154,49.25988462982239,420.3755415948608,3.0,0.0,15.171572875253812,5.0715728752538105,78.32435072388964,0.0,0.0,0.0,2.3561179427387398,3.178597844578842,27.275720237206556,0.19859500613499362,0.0,,,12.196231527814842,8.89784096203953,0.7330764709465344,0.07306002627380788,0.0,0.0,0.0,49.0,65.0,526.0,3.0,0.0,16.0,5.9,95.1,0.0,0.0,0.0,3.0625,4.0625,32.875,0.1875,0.0,,,10.73469387755102,8.092307692307692,0.7538461538461538,0.046153846153846156,0,2
12153,Trey Burton (FA),2018,81.5,120.1,0.0,0.0,0.0,21.0,31.666666666666668,209.66666666666666,2.0,0.0,15.666666666666666,2.8666666666666667,44.13333333333333,0.0,0.0,0.0,1.3444444444444443,2.022222222222222,13.448611111111111,0.13194444444444445,0.0,,,12.54014884449667,8.983333333333333,0.7028673835125447,0.059318996415770604,0.0,0.0,0.0,22.954462981018843,34.17433515864755,229.36086362611485,2.585786437626905,0.0,15.546918160678027,3.328150896406816,50.834200157526276,0.0,0.0,0.0,1.4780742792487,2.1944190183278933,14.80323854393155,0.17105085733755598,0.0,,,11.794582837455437,8.429013093541972,0.7036291487300775,0.07841733670329037,0.0,0.0,0.0,23.0,31.0,248.0,5.0,0.0,15.0,4.6,68.3,0.0,0.0,0.0,1.5333333333333334,2.066666666666667,16.533333333333335,0.3333333333333333,0.0,,,10.782608695652174,8.0,0.7419354838709677,0.16129032258064516,0,3
9906,Kyle Rudolph (FA),2018,78.0,119.4,0.0,0.0,0.0,63.0,95.33333333333333,622.3333333333334,6.666666666666667,0.0,16.0,8.366666666666667,133.73333333333332,0.0,0.0,0.0,3.9375,5.958333333333333,38.895833333333336,0.4166666666666667,0.0,,,9.851952025790235,6.5707865053374945,0.6679081530679705,0.07342962860466666,0.0,0.0,0.0,63.51748090915517,95.5269119345812,622.294176205792,7.000000000000001,0.0,16.0,8.506439906983319,135.9881580751568,0.0,0.0,0.0,3.969842556822198,5.970431995911325,38.893386012862,0.43750000000000006,0.0,,,9.759661528418004,6.55069466617826,0.672346407399877,0.07725502715852707,0.0,0.0,0.0,57.0,81.0,532.0,8.0,0.0,16.0,8.1,129.7,0.0,0.0,0.0,3.5625,5.0625,33.25,0.5,0.0,,,9.333333333333334,6.567901234567901,0.7037037037037037,0.09876543209876543,0,3
16399,David Njoku (CLE),2018,114.5,115.9,1.0,1.0,0.0,32.0,60.0,386.0,4.0,0.0,16.0,4.9,78.7,0.0625,0.0625,0.0,2.0,3.75,24.125,0.25,0.0,1.0,0.0,12.0625,6.433333333333334,0.5333333333333333,0.06666666666666667,1.0,1.0,0.0,32.0,60.0,386.0,4.0,0.0,16.0,4.9,78.7,0.0625,0.0625,0.0,2.0,3.75,24.125,0.25,0.0,1.0,0.0,12.0625,6.433333333333334,0.5333333333333333,0.06666666666666667,1.0,1.0,0.0,32.0,60.0,386.0,4.0,0.0,16.0,4.9,78.7,0.0625,0.0625,0.0,2.0,3.75,24.125,0.25,0.0,1.0,0.0,12.0625,6.433333333333334,0.5333333333333333,0.06666666666666667,0,1
11699,Vance McDonald (FA),2018,191.0,108.0,0.0,0.0,0.0,22.666666666666668,38.333333333333336,301.6666666666667,2.6666666666666665,0.0,11.666666666666666,4.8999999999999995,57.5,0.0,0.0,0.0,1.908225108225108,3.258874458874459,25.87705627705628,0.22597402597402597,0.0,,,13.528968253968253,7.869726247987117,0.5896135265700484,0.06525764895330112,0.0,0.0,0.0,20.828427124746188,35.71182229389956,284.29922683967544,2.414213562373095,0.0,11.226540919660987,4.693169447152827,53.3294176205792,0.0,0.0,0.0,1.8187642923874578,3.1423793181986746,25.181060366471133,0.21035348163198195,0.0,,,13.765465720875646,7.938348972446839,0.582909679520013,0.06213079475501875,0.0,0.0,0.0,14.0,24.0,188.0,1.0,0.0,10.0,3.2,31.8,0.0,0.0,0.0,1.4,2.4,18.8,0.1,0.0,,,13.428571428571429,7.833333333333333,0.5833333333333334,0.041666666666666664,0,3
9721,Rob Gronkowski (FA),2018,22.5,107.7,0.0,0.0,0.0,55.333333333333336,87.66666666666667,933.3333333333334,7.333333333333333,0.0,12.333333333333334,13.0,165.66666666666666,0.0,0.0,0.0,4.284523809523809,6.75,74.44285714285714,0.5599206349206349,0.0,,,17.88115942028986,11.444778613199666,0.6383458646616541,0.08226817042606516,0.0,0.0,0.0,55.58302415423317,86.93283864677306,930.5565454955406,7.077736553897756,0.0,12.304277473558741,12.95602556447426,164.21974962870112,0.0,0.0,0.0,4.321621500637853,6.732233047033631,74.46775142900148,0.5451753813167649,0.0,,,17.738298120213734,11.450360834987672,0.6444385468772797,0.08057971214041437,0.0,0.0,0.0,69.0,105.0,1084.0,8.0,0.0,14.0,13.8,192.9,0.0,0.0,0.0,4.928571428571429,7.5,77.42857142857143,0.5714285714285714,0.0,,,15.710144927536232,10.323809523809524,0.6571428571428571,0.0761904761904762,0,3
16411,Evan Engram (JAC),2018,68.0,103.8,1.0,14.0,0.0,64.0,115.0,722.0,6.0,0.0,15.0,9.4,141.6,0.06666666666666667,0.9333333333333333,0.0,4.266666666666667,7.666666666666667,48.13333333333333,0.4,0.0,14.0,0.0,11.28125,6.278260869565218,0.5565217391304348,0.05217391304347826,1.0,14.0,0.0,64.0,115.0,722.0,6.0,0.0,15.0,9.4,141.6,0.06666666666666667,0.9333333333333333,0.0,4.266666666666667,7.666666666666667,48.13333333333333,0.4,0.0,14.0,0.0,11.28125,6.278260869565218,0.5565217391304348,0.05217391304347826,1.0,14.0,0.0,64.0,115.0,722.0,6.0,0.0,15.0,9.4,141.6,0.06666666666666667,0.9333333333333333,0.0,4.266666666666667,7.666666666666667,48.13333333333333,0.4,0.0,14.0,0.0,11.28125,6.278260869565218,0.5565217391304348,0.05217391304347826,0,1
16380,O.J. Howard (FA),2018,154.0,103.5,0.0,0.0,0.0,26.0,39.0,432.0,6.0,2.0,14.0,6.3,88.2,0.0,0.0,0.0,1.8571428571428572,2.7857142857142856,30.857142857142858,0.42857142857142855,0.14285714285714285,,,16.615384615384617,11.076923076923077,0.6666666666666666,0.15384615384615385,0.0,0.0,0.0,26.0,39.0,432.0,6.0,2.0,14.0,6.3,88.2,0.0,0.0,0.0,1.8571428571428572,2.7857142857142856,30.857142857142858,0.42857142857142855,0.14285714285714285,,,16.615384615384617,11.076923076923077,0.6666666666666666,0.15384615384615385,0.0,0.0,0.0,26.0,39.0,432.0,6.0,2.0,14.0,6.3,88.2,0.0,0.0,0.0,1.8571428571428572,2.7857142857142856,30.857142857142858,0.42857142857142855,0.14285714285714285,,,16.615384615384617,11.076923076923077,0.6666666666666666,0.15384615384615385,0,1
9712,Jimmy Graham (NO),2018,53.5,103.1,0.3333333333333333,0.0,0.0,56.666666666666664,88.33333333333333,682.6666666666666,6.0,0.6666666666666666,14.333333333333334,9.166666666666666,131.93333333333334,0.020833333333333332,0.0,0.0,3.996212121212121,6.221590909090909,48.395833333333336,0.393939393939394,0.041666666666666664,0.0,0.0,11.975657894736841,7.769377272008852,0.6422030583214794,0.0647838628101786,0.32037724101704074,0.0,0.0,57.52414965118745,90.69572252644126,668.3680063010512,6.906163678643946,0.6407544820340815,14.867295401695069,9.165685424949238,136.6605122421383,0.020023577563565046,0.0,0.0,3.904178789100561,6.1447334549171515,45.66667245048891,0.4445068730778027,0.04004715512713009,0.0,0.0,11.53809451395717,7.419036208626231,0.6351682841950123,0.07355310455201136,0.0,0.0,0.0,57.0,96.0,520.0,10.0,0.0,16.0,8.9,142.5,0.0,0.0,0.0,3.5625,6.0,32.5,0.625,0.0,,,9.12280701754386,5.416666666666667,0.59375,0.10416666666666667,0,3
17536,Chris Herndon IV (FA),2018,462.0,93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
11690,Jordan Reed (FA),2018,96.0,92.8,0.0,0.0,0.0,60.0,79.33333333333333,616.3333333333334,6.333333333333333,1.0,10.666666666666666,11.133333333333333,127.63333333333333,0.0,0.0,0.0,5.404761904761905,7.1309523809523805,53.444444444444436,0.5396825396825397,0.07539682539682539,,,9.717094314795466,7.36243793003107,0.7587198332910928,0.07368327185003708,0.0,0.0,0.0,53.087167579323776,70.19710366813813,531.0460109518854,5.320377241017041,0.7734590803390134,9.734590803390137,10.393836321356055,110.02353017027463,0.0,0.0,0.0,5.208733103293017,6.863798946065451,49.65305949791062,0.4892123371590007,0.05906109194108478,,,9.34966281977242,7.092676207443215,0.7599898899205683,0.06934806805117605,0.0,0.0,0.0,27.0,35.0,211.0,2.0,0.0,6.0,7.8,46.6,0.0,0.0,0.0,4.5,5.833333333333333,35.166666666666664,0.3333333333333333,0.0,,,7.814814814814815,6.0285714285714285,0.7714285714285715,0.05714285714285714,0,3
17269,Mark Andrews (BAL),2018,274.0,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
13470,Cameron Brate (FA),2018,151.0,77.9,0.0,0.0,0.0,42.666666666666664,62.666666666666664,513.0,5.666666666666667,0.0,15.0,7.033333333333334,106.63333333333333,0.0,0.0,0.0,2.8142857142857145,4.118452380952381,33.836309523809526,0.3742063492063492,0.0,,,12.137728832951945,8.474490941157606,0.6979156645823311,0.09222917000694779,0.0,0.0,0.0,45.21987217762871,67.63408574000181,544.464130972897,5.961131723051122,0.0,15.226540919660987,7.347861263220629,112.82313952441078,0.0,0.0,0.0,2.948853401845151,4.3959382810739855,35.492579392016886,0.389318034405992,0.0,,,12.124887656791708,8.262824273136712,0.6815726499359565,0.08960136699848215,0.0,0.0,0.0,48.0,77.0,591.0,6.0,0.0,16.0,7.4,119.1,0.0,0.0,0.0,3.0,4.8125,36.9375,0.375,0.0,,,12.3125,7.675324675324675,0.6233766233766234,0.07792207792207792,0,3
17270,Dallas Goedert (PHI),2018,237.0,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
16459,Gerald Everett (LAC),2018,283.0,70.1,1.0,13.0,0.0,16.0,32.0,244.0,2.0,1.0,16.0,2.7,43.7,0.0625,0.8125,0.0,1.0,2.0,15.25,0.125,0.0625,13.0,0.0,15.25,7.625,0.5,0.0625,1.0,13.0,0.0,16.0,32.0,244.0,2.0,1.0,16.0,2.7,43.7,0.0625,0.8125,0.0,1.0,2.0,15.25,0.125,0.0625,13.0,0.0,15.25,7.625,0.5,0.0625,1.0,13.0,0.0,16.0,32.0,244.0,2.0,1.0,16.0,2.7,43.7,0.0625,0.8125,0.0,1.0,2.0,15.25,0.125,0.0625,13.0,0.0,15.25,7.625,0.5,0.0625,0,1
9040,Benjamin Watson (FA),2018,179.5,69.5,0.0,0.0,0.0,67.5,94.5,673.5,5.0,0.5,16.0,8.15,130.1,0.0,0.0,0.0,4.21875,5.90625,42.09375,0.3125,0.03125,,,9.853012848914489,7.05379746835443,0.722439585730725,0.0525891829689298,0.0,0.0,0.0,66.38477631085024,91.84062043356595,647.5067093990478,4.828427124746191,0.4142135623730951,16.0,7.901219330881976,126.08519471906087,0.0,0.0,0.0,4.14904851942814,5.740038777097872,40.46916933744049,0.3017766952966369,0.025888347648318443,,,9.63071688947233,6.977241217054471,0.7309688702082446,0.05225353982976815,0.0,0.0,0.0,61.0,79.0,522.0,4.0,0.0,16.0,6.7,106.7,0.0,0.0,0.0,3.8125,4.9375,32.625,0.25,0.0,,,8.557377049180328,6.6075949367088604,0.7721518987341772,0.05063291139240506,0,2
13959,Jesse James (NO),2018,236.0,69.3,0.0,0.0,0.0,30.0,44.666666666666664,255.33333333333334,2.3333333333333335,0.0,13.333333333333334,3.8333333333333335,55.20000000000001,0.0,0.0,0.0,2.0416666666666665,3.0208333333333335,17.125,0.16666666666666666,0.0,,,8.10594315245478,5.543001443001444,0.6866041366041366,0.06284271284271285,0.0,0.0,0.0,33.78955884779731,50.258740454577584,289.5202431925489,2.5469181606780276,0.0,14.187672642712108,4.114880436576323,61.581394546543684,0.0,0.0,0.0,2.225117887817825,3.296918160678027,18.88790841834776,0.17334119252118835,0.0,,,8.282073942591039,5.633431402995525,0.6822485739171087,0.05818881679294042,0.0,0.0,0.0,43.0,63.0,372.0,3.0,0.0,16.0,4.8,76.7,0.0,0.0,0.0,2.6875,3.9375,23.25,0.1875,0.0,,,8.651162790697674,5.904761904761905,0.6825396825396826,0.047619047619047616,0,3
9238,Greg Olsen (FA),2018,63.0,66.6,0.0,0.0,0.0,58.0,97.0,789.3333333333334,3.6666666666666665,0.3333333333333333,13.0,9.033333333333333,129.93333333333337,0.0,0.0,0.0,4.080357142857143,7.080357142857143,54.44940476190476,0.25595238095238093,0.020833333333333332,,,12.9951521517698,7.415790351096547,0.5628304005826018,0.03534107211013279,0.0,0.0,0.0,50.77622136373275,86.63684802339554,680.4045862275105,3.0,0.22654091966098644,11.922263446102244,8.211936711424038,111.61624194732954,0.0,0.0,0.0,3.792455990735635,6.798320760820388,49.47928379809861,0.22390836208837284,0.014158807478811652,,,12.635634681050645,6.959120617851443,0.5420526707236091,0.03216244011341364,0.0,0.0,0.0,17.0,38.0,191.0,1.0,0.0,7.0,4.8,33.6,0.0,0.0,0.0,2.4285714285714284,5.428571428571429,27.285714285714285,0.14285714285714285,0.0,,,11.235294117647058,5.026315789473684,0.4473684210526316,0.02631578947368421,0,3
9621,Vernon Davis (FA),2018,243.0,63.2,0.0,0.0,0.0,41.666666666666664,62.0,542.0,1.6666666666666667,0.6666666666666666,15.666666666666666,5.333333333333333,83.7,0.0,0.0,0.0,2.6569444444444446,3.9555555555555557,34.42361111111111,0.10416666666666667,0.041666666666666664,,,12.90483476132191,8.694335035871894,0.6747078438182039,0.025792188651436992,0.0,0.0,0.0,42.18767264271211,63.30427747355874,569.8606266596628,2.0,0.9061636786439458,15.773459080339014,5.596113172305112,88.26757163003444,0.0,0.0,0.0,2.67259851911583,4.011264731015493,35.98913776317096,0.125,0.05663522991524661,,,13.427669638032777,8.963612779061997,0.6697041103803817,0.030559455863507938,0.0,0.0,0.0,43.0,69.0,648.0,3.0,2.0,16.0,6.3,100.3,0.0,0.0,0.0,2.6875,4.3125,40.5,0.1875,0.125,,,15.069767441860465,9.391304347826088,0.6231884057971014,0.043478260869565216,0,3
16638,Blake Jarwin (FA),2018,251.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,1
9027,Antonio Gates (FA),2018,262.0,61.3,0.0,0.0,0.0,46.333333333333336,76.66666666666667,498.0,5.0,0.3333333333333333,13.666666666666666,7.8999999999999995,102.3,0.0,0.0,0.0,3.5838744588744587,5.8733766233766245,38.72186147186147,0.3806818181818182,0.023809523809523808,,,10.707651991614256,6.460386967028334,0.6018796931510404,0.06392821810279116,0.0,0.0,0.0,43.258740454577584,72.61131723051123,461.46136868950316,4.7345908033901365,0.32037724101704074,14.226540919660986,7.091559470406997,95.54229743454584,0.0,0.0,0.0,3.2156843742296606,5.351279691802948,34.463463211418194,0.34811461068183863,0.022884088644074336,,,10.633627162088331,6.3202257582933665,0.5932244353008503,0.06357968932513619,0.0,0.0,0.0,30.0,52.0,316.0,3.0,0.0,16.0,4.0,64.6,0.0,0.0,0.0,1.875,3.25,19.75,0.1875,0.0,,,10.533333333333333,6.076923076923077,0.5769230769230769,0.057692307692307696,0,3
15645,Nick Vannett (HOU),2018,300.0,59.4,0.0,0.0,0.0,7.5,9.5,78.0,0.5,0.0,12.0,1.05,14.549999999999999,0.0,0.0,0.0,0.5666666666666667,0.7222222222222222,5.911111111111111,0.03333333333333333,0.0,,,10.5,8.133333333333333,0.775,0.03333333333333333,0.0,0.0,0.0,8.272077938642145,10.443650813895955,85.89235226167527,0.585786437626905,0.0,12.51471862576143,1.1443650813895956,16.239992821250027,0.0,0.0,0.0,0.6067003375592224,0.7698813542371694,6.315260550597864,0.039052429175126996,0.0,,,10.471404520791033,8.15620971670051,0.7792893218813454,0.039052429175126996,0.0,0.0,0.0,12.0,15.0,124.0,1.0,0.0,15.0,1.6,24.4,0.0,0.0,0.0,0.8,1.0,8.266666666666667,0.06666666666666667,0.0,,,10.333333333333334,8.266666666666667,0.8,0.06666666666666667,0,2
16730,Ricky Seals-Jones (FA),2018,188.0,57.3,0.0,0.0,0.0,12.0,28.0,201.0,3.0,0.0,10.0,4.4,44.1,0.0,0.0,0.0,1.2,2.8,20.1,0.3,0.0,,,16.75,7.178571428571429,0.42857142857142855,0.10714285714285714,0.0,0.0,0.0,12.0,28.0,201.0,3.0,0.0,10.0,4.4,44.1,0.0,0.0,0.0,1.2,2.8,20.1,0.3,0.0,,,16.75,7.178571428571429,0.42857142857142855,0.10714285714285714,0.0,0.0,0.0,12.0,28.0,201.0,3.0,0.0,10.0,4.4,44.1,0.0,0.0,0.0,1.2,2.8,20.1,0.3,0.0,,,16.75,7.178571428571429,0.42857142857142855,0.10714285714285714,0,1
13961,Jeff Heuerman (FA),2018,404.0,55.6,0.0,0.0,0.0,9.0,17.5,141.5,1.0,0.0,13.0,1.9000000000000001,24.65,0.0,0.0,0.0,0.6964285714285714,1.3511904761904763,10.946428571428571,0.07142857142857142,0.0,,,15.722222222222221,8.091503267973856,0.5147058823529411,0.05555555555555555,0.0,0.0,0.0,9.0,17.585786437626908,141.58578643762692,1.17157287525381,0.0,13.17157287525381,1.9514718625761434,25.68801589528555,0.0,0.0,0.0,0.6872371673971175,1.3399565379298102,10.80855751095676,0.08368377680384356,0.0,,,15.731754048625215,8.056740136386484,0.5121827518345028,0.065087381958545,0.0,0.0,0.0,9.0,18.0,142.0,2.0,0.0,14.0,2.2,30.7,0.0,0.0,0.0,0.6428571428571429,1.2857142857142858,10.142857142857142,0.14285714285714285,0.0,,,15.777777777777779,7.888888888888889,0.5,0.1111111111111111,0,2
16460,Jonnu Smith (ATL),2018,311.0,53.8,0.0,0.0,0.0,18.0,30.0,157.0,2.0,0.0,16.0,2.3,36.7,0.0,0.0,0.0,1.125,1.875,9.8125,0.125,0.0,,,8.722222222222221,5.233333333333333,0.6,0.06666666666666667,0.0,0.0,0.0,18.0,30.0,157.0,2.0,0.0,16.0,2.3,36.7,0.0,0.0,0.0,1.125,1.875,9.8125,0.125,0.0,,,8.722222222222221,5.233333333333333,0.6,0.06666666666666667,0.0,0.0,0.0,18.0,30.0,157.0,2.0,0.0,16.0,2.3,36.7,0.0,0.0,0.0,1.125,1.875,9.8125,0.125,0.0,,,8.722222222222221,5.233333333333333,0.6,0.06666666666666667,0,1
15623,Tyler Higbee (LAR),2018,366.0,53.2,0.0,0.0,0.0,18.0,37.0,190.0,1.0,0.0,16.0,2.15,34.0,0.0,0.0,0.0,1.125,2.3125,11.875,0.0625,0.0,,,9.763636363636364,4.743295019157088,0.4674329501915709,0.02835249042145594,0.0,0.0,0.0,19.20101012677667,38.37258300203048,208.01515190165006,1.0,0.0,16.0,2.2958369439657385,36.40202025355334,0.0,0.0,0.0,1.2000631329235418,2.398286437626905,13.000946993853129,0.0625,0.0,,,10.113021127789578,5.0542297700959855,0.4825523989687266,0.02730070268043642,0.0,0.0,0.0,25.0,45.0,295.0,1.0,0.0,16.0,3.0,48.0,0.0,0.0,0.0,1.5625,2.8125,18.4375,0.0625,0.0,,,11.8,6.555555555555555,0.5555555555555556,0.022222222222222223,0,2
11987,Jack Doyle (FA),2018,124.0,47.5,0.0,0.0,0.0,50.333333333333336,65.66666666666667,448.6666666666667,3.3333333333333335,1.0,15.666666666666666,5.666666666666667,88.03333333333335,0.0,0.0,0.0,3.256944444444444,4.254166666666666,29.0,0.21388888888888888,0.06527777777777778,,,8.174435028248588,6.4394708994709005,0.7948500881834214,0.05837742504409171,0.0,0.0,0.0,57.86729540169507,76.13270459830494,516.037724101704,3.640754482034082,1.2265409196609864,15.546918160678027,6.475069057084844,99.92886516390047,0.0,0.0,0.0,3.767733242379933,4.962180865088946,33.554968044407175,0.23509851911582963,0.08043448947316142,,,8.438268055913728,6.554427899215447,0.7818242046802626,0.05432078585974519,0.0,0.0,0.0,80.0,108.0,690.0,4.0,2.0,15.0,8.6,129.0,0.0,0.0,0.0,5.333333333333333,7.2,46.0,0.26666666666666666,0.13333333333333333,,,8.625,6.388888888888889,0.7407407407407407,0.037037037037037035,0,3
