pid,Player,Season,AVG,FPTS_TG,FPTS/G_MISC_avg,ATT_RUSHING/G_avg,YDS_RUSHING/G_avg,TD_RUSHING/G_avg,REC_RECEIVING/G_avg,TGT_RECEIVING/G_avg,YDS_RECEIVING/G_avg,TD_RECEIVING/G_avg,FL_MISC/G_avg,YDS/ATT_RUSHING_avg,TD/ATT_RUSHING_avg,YDS/REC_RECEIVING_avg,YDS/TGT_RECEIVING_avg,REC/TGT_RECEIVING_avg,TD/TGT_RECEIVING_avg,FPTS/G_MISC_ewm,ATT_RUSHING/G_ewm,YDS_RUSHING/G_ewm,TD_RUSHING/G_ewm,REC_RECEIVING/G_ewm,TGT_RECEIVING/G_ewm,YDS_RECEIVING/G_ewm,TD_RECEIVING/G_ewm,FL_MISC/G_ewm,YDS/ATT_RUSHING_ewm,TD/ATT_RUSHING_ewm,YDS/REC_RECEIVING_ewm,YDS/TGT_RECEIVING_ewm,REC/TGT_RECEIVING_ewm,TD/TGT_RECEIVING_ewm,Rookie,Career_Years
15802,Tyreek Hill (MIA),2018,25.5,17.8,11.95,1.3166666666666667,10.310416666666667,0.09375,4.40625,6.09375,57.96458333333333,0.42083333333333334,0.03125,7.297794117647059,0.0625,12.747322404371584,9.20562248995984,0.7246127366609294,0.06947791164658634,12.198780669118026,1.2852116395368016,9.216282143433517,0.07766504294495534,4.50812139468195,6.249237918198766,61.55081386962807,0.42869709011579965,0.025888347648318443,6.641149400223472,0.051776695296636886,13.266503800003004,9.559241765382552,0.7228408997392034,0.0689955782623387,0,2
11606,DeAndre Hopkins (TEN),2018,9.0,17.3,14.866666666666667,0.0,0.0,0.0,6.070833333333333,11.012500000000001,82.18472222222222,0.6013888888888889,0.022222222222222223,,,13.429212866712867,7.386432008195681,0.548801809773921,0.05283145885666438,14.997170692372197,0.0,0.0,0.0,6.033190451766794,10.997800584165043,82.26115747662548,0.6285121199335649,0.03020545595479819,,,13.526295209048799,7.406933919961229,0.5464380358568869,0.055316663205462906,0,3
12123,Davante Adams (LV),2018,18.5,18.3,10.9,0.0,0.0,0.0,4.606456043956044,7.716804029304029,54.226877289377285,0.5137362637362637,0.020833333333333332,,,11.637597597597598,6.98068995264353,0.5947427456131518,0.06509397902047805,11.650138114169689,0.0,0.0,0.0,4.767940697434568,7.84738765377697,57.021618150362755,0.5813390405820679,0.020023577563565046,,,11.865880630366785,7.2309947842044044,0.6056460058313353,0.07290790283777121,0,3
9808,Antonio Brown (FA),2018,5.0,18.1,18.400000000000002,0.12916666666666668,0.7833333333333333,0.0,7.593650793650794,11.324007936507938,103.24166666666667,0.6892857142857144,0.041666666666666664,6.166666666666667,0.0,13.592239828866349,9.081720328899197,0.6708689341958042,0.061650091117016324,18.313937334033724,0.10655187063984312,0.5886729540169506,0.0,7.4582588277949435,11.29702331376762,103.0040061529553,0.6891567643087317,0.028317614957623305,5.62335256169627,0.0,13.812741793462333,9.085115890800939,0.6608984136458844,0.061719120498234754,0,3
9867,Julio Jones (FA),2018,14.0,16.8,15.799999999999999,0.020833333333333332,0.3125,0.0,6.642857142857143,10.383928571428571,102.61011904761904,0.37202380952380953,0.020833333333333332,15.0,0.0,15.71411582157507,9.965328715128233,0.6359853954080097,0.03539692172410697,15.14691816067803,0.028317614957623305,0.4247642243643496,0.0,6.3169272908474055,10.017292367012605,99.6254456911654,0.33552783656780916,0.014158807478811652,15.0,0.0,15.989957641858476,10.007894245609922,0.6273054629241374,0.0330130793335175,0,3
15528,Michael Thomas (NO),2018,15.5,15.8,13.45,0.0,0.0,0.0,6.316666666666666,8.689583333333333,76.80625,0.45625,0.06666666666666667,,,12.16492474916388,8.876199456431305,0.7291585778468024,0.05396860613456099,13.355634918610406,0.0,0.0,0.0,6.348121693796532,8.796458936876853,76.97889520572414,0.4315863991822649,0.05522847498307934,,,12.131678918193922,8.786896674170405,0.7238103080651928,0.0504665362419767,0,2
13429,Adam Thielen (CAR),2018,32.5,15.7,7.966666666666666,0.14583333333333334,2.3958333333333335,0.0,3.5833333333333335,5.25,49.729166666666664,0.1875,0.0625,13.583333333333334,0.0,13.345490258533736,9.165595019391711,0.6858372456964007,0.027505613390487852,9.093836321356054,0.12499999999999997,1.871981293601569,0.0,4.1284355027754485,6.118128994449103,57.53494446684361,0.21338834764831846,0.07665880747881165,12.427265002626456,0.0,13.561519151721024,9.25112586882333,0.6816654737642331,0.030174675290308095,0,3
12119,Mike Evans (TB),2018,23.5,15.1,12.933333333333332,0.0,0.0,0.0,5.222222222222222,9.915277777777778,76.56527777777778,0.42777777777777776,0.022222222222222223,,,14.718768504419913,7.714926972194909,0.5256573727756999,0.04213304600077806,12.82842712474619,0.0,0.0,0.0,5.18445268922045,9.807224669004373,74.90069731296572,0.43661839446896883,0.015102727977399096,,,14.488344835633962,7.627166715075606,0.5275874222204233,0.04347216503098148,0,3
16427,JuJu Smith-Schuster (NE),2018,41.5,15.1,11.6,0.0,0.0,0.0,4.142857142857143,5.642857142857143,65.5,0.5,0.0,,,15.810344827586206,11.60759493670886,0.7341772151898734,0.08860759493670886,11.6,0.0,0.0,0.0,4.142857142857143,5.642857142857143,65.5,0.5,0.0,,,15.810344827586206,11.60759493670886,0.7341772151898734,0.08860759493670886,0,1
11610,Robert Woods (HOU),2018,89.0,13.9,8.433333333333334,0.10500610500610501,0.4871794871794872,0.0,3.9822954822954824,6.214590964590965,50.555250305250304,0.23595848595848598,0.05158730158730159,4.0,0.0,12.570239088543218,8.051341589267286,0.639125386996904,0.03649380804953561,8.967019173355695,0.11633953730365147,0.6009482582529148,0.0,4.131776708039333,6.37682387590916,53.52728034233043,0.2619729856571428,0.053938314204996764,4.640754482034082,0.0,12.830333109131248,8.310250271045934,0.6465837574777936,0.039362647401961624,0,3
