Rank_x,Player,REC_RECEIVING,TGT_RECEIVING,YDS_RECEIVING,Y/R_RECEIVING,LG_RECEIVING,20+_RECEIVING,TD_RECEIVING,ATT_RUSHING,YDS_RUSHING,TD_RUSHING,FL_MISC,G_MISC,FPTS_MISC,FPTS/G_MISC,ROST_MISC,Season,pid,Rank_y,Player Team (Bye),POS,Yahoo,Sleeper,RTSports,AVG
200,Hunter Kampmoyer (LAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,23386,,,,,,,
201,Zach Davidson (BUF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,23394,,,,,,,
202,Bernhard Seikovits (ARI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,23453,,,,,,,
203,Michael Jacobson (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,23552,,,,,,,
204,Davis Allen (LAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,23761,,,,,,,
205,Austin Allen (GB),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2022,23797,,,,,,,
206,Will Mallory (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,23821,,,,,,,
207,Ben Mason (BAL),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,23298,,,,,,,
208,Darnell Washington (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,2022,22967,,,,,,,
209,Sam LaPorta (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,37.5%,2022,22978,,,,,,,
210,Michael Mayer (LV),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,11.2%,2022,23056,,,,,,,
211,Josh Pederson (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,23255,,,,,,,
212,Elijah Higgins (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2022,23119,,,,,,,
213,Dominique Curry (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,11078,,,,,,,
214,Drake Dunsmore (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,11386,,,,,,,
215,James Dearth (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,9804,,,,,,,
216,Darnell Dinkins (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,9153,,,,,,,
217,Derek Fine (HOU),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,9179,,,,,,,
218,J.P. Foschi (CIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,9246,,,,,,,
219,Brad Cottam (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,9051,,,,,,,
220,Jimmy Graham (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,2022,9712,,,,,,,
221,Marquez Branson (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,9738,,,,,,,
222,Joey Haynos (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,9305,,,,,,,
223,Justin Snow (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,9340,,,,,,,
224,Keith Zinger (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,9346,,,,,,,
225,Jacob Hollister (LV),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,16527,,,,,,,
226,Darrell Daniels (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,16582,,,,,,,
227,J.P. Holtz (NO),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,16022,,,,,,,
228,Zach Wood (NO),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2022,16132,,,,,,,
229,Troy Fumagalli (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,17273,,,,,,,
230,Jordan Thomas (CAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,17399,,,,,,,
231,David Wells (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,17443,,,,,,,
232,Kevin Rader (TEN),0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2022,17802,,,,,,,
233,Ricky Seals-Jones (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,16730,,,,,,,
234,Colin Thompson (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,17182,,,,,,,
235,Beau Brinkley (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.2%,2022,15196,,,,,,,
236,James Winchester (KC),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2022,15246,,,,,,,
237,Tyler Ott (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,15298,,,,,,,
238,Patrick Scales (CHI),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2022,15325,,,,,,,
239,Andrew DePaola (MIN),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2022,15392,,,,,,,
240,Jesse James (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,13959,,,,,,,
241,Nick Boyle (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2022,13963,,,,,,,
242,Lachlan Pitts (CHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,26078,,,,,,,
1,Travis Kelce (KC),110,152,1338,12.2,52,29,12,2,5,0,1,17,261.3,15.4,100.0%,2023,11594,5.0,Travis Kelce KC (10),TE1,5.0,5.0,6.0,5.3
2,T.J. Hockenson (MIN),86,129,914,10.6,81,12,6,0,0,0,1,17,172.4,10.1,99.2%,2023,18290,43.0,T.J. Hockenson MIN (13),TE3,38.0,45.0,46.0,43.0
3,George Kittle (SF),60,86,765,12.8,54,20,11,0,0,0,1,15,170.5,11.4,99.1%,2023,16499,48.0,George Kittle SF (9),TE4,43.0,48.0,57.0,49.3
4,Mark Andrews (BAL),73,113,847,11.6,36,8,5,3,8,0,0,15,154.0,10.3,99.9%,2023,17269,29.0,Mark Andrews BAL (13),TE2,31.0,25.0,30.0,28.7
5,Taysom Hill (NO),9,13,77,8.6,30,2,2,96,575,7,0,16,141.3,8.8,14.2%,2023,17115,180.0,Taysom Hill NO (11),TE18,147.0,182.0,215.0,181.3
6,Evan Engram (JAC),73,98,766,10.5,36,11,4,2,13,0,0,17,140.4,8.3,92.9%,2023,16411,80.0,Evan Engram JAC (9),TE8,72.0,84.0,89.0,81.7
7,Cole Kmet (CHI),50,69,544,10.9,50,9,7,2,9,0,0,17,122.3,7.2,80.7%,2023,19229,124.0,Cole Kmet CHI (13),TE11,133.0,124.0,135.0,130.7
8,Pat Freiermuth (PIT),63,98,732,11.6,57,13,2,0,0,0,0,15,116.7,7.8,92.6%,2023,20163,85.0,Pat Freiermuth PIT (6),TE9,74.0,89.0,96.0,86.3
9,Tyler Higbee (LAR),72,108,620,8.6,26,4,3,0,0,0,0,16,116.0,7.3,70.1%,2023,15623,152.0,Tyler Higbee LAR (10),TE16,193.0,145.0,137.0,158.3
10,Dalton Schultz (HOU),57,89,577,10.1,30,6,5,0,0,0,1,15,114.2,7.6,77.9%,2023,17349,125.0,Dalton Schultz HOU (7),TE12,156.0,114.0,125.0,131.7
11,Juwan Johnson (NO),42,65,508,12.1,41,10,7,0,0,0,0,16,113.8,7.1,20.9%,2023,19562,190.0,Juwan Johnson NO (11),TE21,197.0,202.0,166.0,188.3
12,Dallas Goedert (PHI),55,69,702,12.8,31,12,3,0,0,0,1,12,113.7,9.5,96.6%,2023,17270,61.0,Dallas Goedert PHI (10),TE6,52.0,65.0,73.0,63.3
13,David Njoku (CLE),58,80,628,10.8,38,10,4,2,-8,0,1,14,113.0,8.1,90.3%,2023,16399,92.0,David Njoku CLE (5),TE10,93.0,93.0,101.0,95.7
14,Dawson Knox (BUF),48,65,517,10.8,45,10,6,0,0,0,0,15,111.7,7.4,21.3%,2023,18631,199.0,Dawson Knox BUF (13),TE25,139.0,203.0,265.0,202.3
15,Gerald Everett (LAC),58,87,555,9.6,26,4,4,1,0,0,0,15,110.5,7.4,49.4%,2023,16459,189.0,Gerald Everett LAC (5),TE20,216.0,169.0,179.0,188.0
16,Tyler Conklin (NYJ),58,87,552,9.5,30,7,3,2,3,0,0,17,102.5,6.0,9.5%,2023,17598,209.0,Tyler Conklin NYJ (7),TE30,150.0,243.0,253.0,215.3
17,Jordan Akins (CLE),37,54,495,13.4,46,13,5,0,0,0,1,15,98.0,6.5,0.1%,2023,17415,,,,,,,
18,Noah Fant (SEA),50,63,486,9.7,51,8,4,0,0,0,0,17,97.6,5.7,3.3%,2023,17527,266.0,Noah Fant SEA (5),TE32,,255.0,260.0,257.5
19,Zach Ertz (ARI),47,69,406,8.6,32,3,4,0,0,0,0,10,92.1,9.2,20.8%,2023,11689,203.0,Zach Ertz ARI (14),TE28,160.0,237.0,225.0,207.3
20,Robert Tonyan (CHI),53,67,470,8.9,24,5,2,0,0,0,0,17,85.5,5.0,0.7%,2023,16502,,,,,,,
21,Hunter Henry (NE),41,59,509,12.4,39,15,2,0,0,0,0,16,83.4,5.2,7.0%,2023,15561,202.0,Hunter Henry NE (11),TE27,195.0,229.0,195.0,206.3
22,Hayden Hurst (CAR),54,70,439,8.1,29,5,2,0,0,0,0,14,82.9,5.9,7.6%,2023,17283,201.0,Hayden Hurst CAR (7),TE26,166.0,238.0,213.0,205.7
23,Mike Gesicki (NE),32,52,362,11.3,32,7,5,0,0,0,0,17,82.2,4.8,19.5%,2023,17272,198.0,Mike Gesicki NE (11),TE24,209.0,218.0,174.0,200.3
24,Chigoziem Okonkwo (TEN),32,46,450,14.1,48,14,3,3,2,0,0,16,81.2,5.1,54.9%,2023,23982,126.0,Chigoziem Okonkwo TEN (7),TE13,142.0,123.0,130.0,131.7
25,Austin Hooper (LV),41,60,444,10.8,24,2,2,0,0,0,0,17,76.9,4.5,1.0%,2023,15581,,,,,,,
26,Isaiah Likely (BAL),36,60,373,10.4,34,5,3,0,0,0,0,14,73.3,5.2,2.5%,2023,23781,259.0,Isaiah Likely BAL (13),TE31,,248.0,257.0,252.5
27,Cade Otton (TB),42,65,391,9.3,35,5,2,0,0,0,0,16,72.1,4.5,1.6%,2023,23181,291.0,Cade Otton TB (5),TE35,,254.0,290.0,272.0
28,Darren Waller (NYG),28,43,388,13.9,34,11,3,0,0,0,0,9,70.8,7.9,98.5%,2023,14104,60.0,Darren Waller NYG (13),TE5,61.0,66.0,61.0,62.7
29,Will Dissly (SEA),34,38,349,10.3,38,2,3,0,0,0,0,15,69.9,4.7,0.3%,2023,18049,,,,,,,
30,Greg Dulcich (DEN),33,55,411,12.5,39,9,2,0,0,0,0,10,69.6,7.0,58.7%,2023,23153,131.0,Greg Dulcich DEN (9),TE15,119.0,140.0,150.0,136.3
31,Foster Moreau (NO),33,54,420,12.7,33,10,2,0,2,0,1,14,68.7,4.9,0.7%,2023,18397,296.0,Foster Moreau NO (11),TE36,,,248.0,248.0
32,Jelani Woods (IND),25,40,312,12.5,36,6,3,0,0,0,0,12,61.7,5.1,3.3%,2023,23829,275.0,Jelani Woods IND (11),TE33,,249.0,277.0,263.0
33,Kyle Pitts (ATL),28,59,356,12.7,33,6,2,0,0,0,0,10,61.6,6.2,96.0%,2023,20164,63.0,Kyle Pitts ATL (11),TE7,60.0,59.0,72.0,63.7
34,Daniel Bellinger (NYG),30,35,268,8.9,24,2,2,1,2,1,1,11,60.0,5.5,0.7%,2023,24238,,,,,,,
35,Logan Thomas (WAS),39,61,323,8.3,27,2,1,0,0,0,0,13,57.8,4.4,1.8%,2023,12095,299.0,Logan Thomas WAS (14),TE37,,269.0,280.0,274.5
36,Colby Parkinson (SEA),25,34,322,12.9,39,8,2,0,0,0,0,14,56.7,4.1,0.1%,2023,19372,,,,,,,
37,Noah Gray (KC),28,34,299,10.7,27,3,1,1,1,1,0,17,56.0,3.3,0.7%,2023,19539,,,,,,,
38,Brock Wright (DET),18,24,216,12.0,51,6,4,0,0,0,0,14,54.6,3.9,0.2%,2023,23341,,,,,,,
39,MyCole Pruitt (ATL),16,21,150,9.4,29,2,4,0,0,0,0,10,47.0,4.7,0.0%,2023,13964,,,,,,,
40,Trey McBride (ARI),29,39,265,9.1,29,3,1,0,0,0,0,12,47.0,3.9,4.2%,2023,22936,286.0,Trey McBride ARI (14),TE34,,239.0,298.0,268.5
41,Harrison Bryant (CLE),31,42,239,7.7,30,2,1,1,8,0,0,14,46.2,3.3,0.1%,2023,19389,,,,,,,
42,Kylen Granson (IND),31,40,302,9.7,32,4,0,1,0,0,0,13,45.7,3.5,0.1%,2023,22841,,,,,,,
43,C.J. Uzomah (NYJ),21,27,232,11.0,40,8,2,0,0,0,0,14,45.7,3.3,0.2%,2023,14084,,,,,,,
44,Mo Alie-Cox (IND),19,28,189,9.9,34,2,3,0,0,0,1,14,44.4,3.2,0.2%,2023,16579,,,,,,,
45,Tommy Tremble (CAR),19,32,174,9.2,29,1,3,0,0,0,1,15,42.9,2.9,0.1%,2023,22795,,,,,,,
46,Irv Smith Jr. (CIN),25,36,182,7.3,17,0,2,0,0,0,0,8,42.7,5.3,12.0%,2023,18610,188.0,Irv Smith Jr. CIN (7),TE19,190.0,211.0,163.0,188.0
47,Jake Ferguson (DAL),19,22,174,9.2,30,4,2,0,0,0,0,11,38.9,3.5,6.2%,2023,22718,204.0,Jake Ferguson DAL (7),TE29,180.0,226.0,220.0,208.7
48,Jonnu Smith (ATL),27,38,245,9.1,53,6,0,1,5,0,0,12,38.5,3.2,0.3%,2023,16460,,,,,,,
49,Adam Trautman (DEN),18,22,207,11.5,22,2,1,0,0,0,0,13,35.7,2.7,0.1%,2023,19423,306.0,Adam Trautman DEN (9),TE39,,,263.0,263.0
50,Shane Zylstra (DET),11,15,60,5.5,14,0,4,0,0,0,0,9,35.5,3.9,0.0%,2023,23461,,,,,,,
51,Peyton Hendershot (DAL),11,16,103,9.4,29,2,2,1,2,1,0,12,34.0,2.8,0.1%,2023,22971,,,,,,,
52,Josh Oliver (MIN),14,25,149,10.6,40,3,2,0,0,0,0,12,33.9,2.8,0.1%,2023,18487,,,,,,,
53,Durham Smythe (MIA),15,20,129,8.6,26,1,1,2,1,1,0,13,32.5,2.5,0.2%,2023,17508,,,,,,,
54,O.J. Howard (FA),10,23,145,14.5,26,4,2,0,0,0,0,11,31.5,2.9,0.1%,2023,16380,,,,,,,
55,Ian Thomas (CAR),21,30,197,9.4,50,4,0,0,0,0,0,14,30.2,2.2,0.1%,2023,17387,,,,,,,
56,Connor Heyward (PIT),12,17,151,12.6,45,4,1,2,27,0,0,15,29.8,2.0,0.2%,2023,24562,,,,,,,
57,Johnny Mundt (MIN),19,21,140,7.4,17,0,1,0,0,0,0,13,29.5,2.3,0.1%,2023,16743,,,,,,,
58,Mitchell Wilcox (CIN),17,18,139,8.2,19,0,1,0,0,0,0,9,28.4,3.2,0.0%,2023,19510,,,,,,,
59,Eric Saubert (MIA),15,24,148,9.9,25,3,1,0,0,0,0,14,28.3,2.0,0.1%,2023,16706,,,,,,,
60,Cameron Brate (FA),20,38,174,8.7,21,1,0,0,0,0,0,9,27.4,3.0,2.0%,2023,13470,,,,,,,
61,Teagan Quitoriano (HOU),7,14,113,16.1,52,5,2,0,0,0,0,7,26.8,3.8,0.1%,2023,24182,,,,,,,
62,Jody Fortson (KC),9,13,108,12.0,40,4,2,0,0,0,1,10,25.3,2.5,0.1%,2023,18831,,,,,,,
63,Eric Tomlinson (HOU),9,13,79,8.8,18,0,2,0,0,0,0,9,24.4,2.7,0.0%,2023,14339,,,,,,,
64,Donald Parham Jr. (LAC),10,12,130,13.0,24,2,1,0,0,0,0,6,24.0,4.0,0.2%,2023,18835,,,,,,,
65,John Bates (WAS),14,22,108,7.7,20,1,1,0,0,0,0,10,23.8,2.4,0.1%,2023,22833,,,,,,,
66,Marcedes Lewis (CHI),6,7,66,11.0,31,2,2,0,0,0,0,6,23.6,3.9,0.0%,2023,9413,,,,,,,
67,James Mitchell (DET),11,11,113,10.3,22,2,1,0,0,0,0,8,22.8,2.9,0.1%,2023,23174,,,,,,,
68,Zach Gentry (PIT),19,23,132,6.9,32,3,0,0,0,0,0,14,22.7,1.6,0.1%,2023,18690,,,,,,,
69,Albert Okwuegbunam (DEN),10,18,95,9.5,25,1,1,0,0,0,0,6,20.5,3.4,0.6%,2023,18246,,,,,,,
70,Brevin Jordan (HOU),14,28,128,9.1,20,2,0,0,0,0,0,9,19.8,2.2,0.1%,2023,20162,,,,,,,
71,Tanner Hudson (CIN),10,15,132,13.2,27,1,0,0,0,0,0,6,18.2,3.0,0.0%,2023,17826,,,,,,,
72,Dan Arnold (PHI),9,13,135,15.0,26,3,0,0,0,0,0,11,18.0,1.6,0.1%,2023,17143,,,,,,,
73,Ross Dwelley (SF),3,5,105,35.0,56,6,1,0,0,0,0,5,18.0,3.6,0.0%,2023,17886,,,,,,,
74,Josiah Deguara (GB),13,15,114,8.8,25,1,0,0,0,0,0,9,17.9,2.0,0.1%,2023,19456,,,,,,,
75,Jack Stoll (PHI),11,14,123,11.2,26,2,0,0,0,0,0,10,17.8,1.8,0.1%,2023,23193,,,,,,,
76,Geoff Swaim (ARI),12,16,58,4.8,13,0,1,0,0,0,0,12,17.8,1.5,0.0%,2023,14164,,,,,,,
77,Pharaoh Brown (IND),12,20,117,9.8,30,2,0,0,0,0,0,9,17.7,2.0,0.0%,2023,16937,,,,,,,
78,Ko Kieft (TB),7,10,80,11.4,19,0,1,0,0,0,0,14,17.5,1.3,0.1%,2023,24568,,,,,,,
79,Quintin Morris (BUF),8,11,84,10.5,26,1,1,0,0,0,1,9,16.4,1.8,0.0%,2023,22820,,,,,,,
80,Chris Myarick (NYG),7,8,65,9.3,23,1,1,0,0,0,0,10,16.0,1.6,0.0%,2023,19098,,,,,,,
81,Anthony Firkser (NE),9,13,100,11.1,22,1,0,0,0,0,0,8,14.5,1.8,0.0%,2023,16787,,,,,,,
82,Brycen Hopkins (LAR),7,11,109,15.6,22,2,0,0,0,0,0,7,14.4,2.1,0.1%,2023,19234,,,,,,,
83,Giovanni Ricci (CAR),8,9,100,12.5,32,2,0,0,0,0,0,11,14.0,1.3,0.0%,2023,19756,,,,,,,
84,Parker Hesse (ATL),9,11,89,9.9,22,1,0,0,0,0,0,12,13.4,1.1,0.0%,2023,19067,,,,,,,
85,Tre' McKitty (LAC),10,18,72,7.2,12,0,0,0,0,0,0,13,12.2,0.9,0.1%,2023,22807,,,,,,,
86,Armani Rogers (WAS),5,6,64,12.8,23,1,0,2,26,0,0,9,11.5,1.3,0.0%,2023,24242,,,,,,,
87,Grant Calcaterra (PHI),5,9,81,16.2,40,3,0,0,0,0,0,6,10.6,1.8,0.1%,2023,24180,,,,,,,
88,Kyle Rudolph (FA),3,5,28,9.3,12,0,1,0,0,0,0,5,10.3,2.1,0.0%,2023,9906,,,,,,,
89,Andrew Beck (HOU),5,11,69,13.8,27,2,0,2,0,0,0,9,9.4,1.0,0.0%,2023,18748,,,,,,,
90,Blake Bell (KC),2,2,20,10.0,17,0,1,0,0,0,0,2,9.0,4.5,0.1%,2023,13966,,,,,,,
91,Nick Vannett (HOU),6,9,55,9.2,15,0,0,0,0,0,0,7,8.5,1.2,0.0%,2023,15645,,,,,,,
92,Tyler Kroft (MIA),4,5,57,14.3,28,1,0,0,0,0,0,6,7.7,1.3,0.1%,2023,13960,,,,,,,
93,Tyler Mabry (SEA),1,1,7,7.0,7,0,1,0,0,0,0,1,7.2,7.2,0.0%,2023,19706,,,,,,,
94,Chris Manhertz (DEN),6,8,42,7.0,21,1,0,0,0,0,0,8,7.2,0.9,0.0%,2023,14014,,,,,,,
95,Charlie Kolar (BAL),4,6,49,12.3,15,0,0,0,0,0,0,1,6.9,6.9,0.0%,2023,22756,,,,,,,
96,Luke Farrell (JAC),4,4,40,10.0,15,0,0,0,0,0,0,4,6.0,1.5,0.0%,2023,19501,,,,,,,
97,Trevon Wesco (TEN),2,4,26,13.0,23,1,0,0,0,0,0,6,5.6,0.9,0.1%,2023,18567,,,,,,,
98,Stephen Sullivan (CAR),2,6,46,23.0,33,2,0,0,0,0,0,8,5.6,0.7,0.0%,2023,19641,,,,,,,
99,Ryan Griffin (FA),4,8,26,6.5,18,0,0,0,0,0,0,10,4.6,0.5,0.0%,2023,11830,,,,,,,
100,Tyler Davis (GB),4,7,26,6.5,23,1,0,0,0,0,0,11,4.6,0.4,0.0%,2023,19811,,,,,,,
101,Kendall Blanton (KC),2,2,35,17.5,28,1,0,0,0,0,0,2,4.5,2.3,0.0%,2023,18431,,,,,,,
102,Ben Ellefson (FA),3,3,26,8.7,12,0,0,0,0,0,0,2,4.1,2.1,0.0%,2023,19698,,,,,,,
103,Stone Smartt (LAC),4,5,17,4.3,8,0,0,0,0,0,0,3,3.7,1.2,0.0%,2023,24621,,,,,,,
104,Jesper Horsted (LV),3,4,19,6.3,9,0,0,0,0,0,0,5,3.4,0.7,0.0%,2023,18482,,,,,,,
105,Maxx Williams (FA),3,3,18,6.0,7,0,0,0,0,0,0,3,3.3,1.1,0.0%,2023,13919,,,,,,,
106,Cole Turner (WAS),2,9,23,11.5,18,0,0,0,0,0,0,7,3.3,0.5,0.1%,2023,23727,,,,,,,
107,Stephen Anderson (FA),3,7,9,3.0,6,0,0,0,0,0,0,9,2.4,0.3,0.0%,2023,15760,,,,,,,
108,Sean McKeon (DAL),2,3,11,5.5,10,0,0,0,0,0,0,3,2.1,0.7,0.0%,2023,19726,,,,,,,
109,Mason Schreck (HOU),2,2,6,3.0,6,0,0,0,0,0,0,2,1.6,0.8,0.0%,2023,16541,333.0,Mason Schreck HOU (7),TE43,,291.0,,291.0
110,Devin Asiasi (CIN),2,4,5,2.5,6,0,0,0,0,0,0,5,1.5,0.3,0.0%,2023,19435,,,,,,,
111,Jeremy Ruckert (NYJ),1,2,8,8.0,8,0,0,0,0,0,0,2,1.3,0.7,0.1%,2023,23742,,,,,,,
112,Tommy Sweeney (NYG),1,1,7,7.0,7,0,0,0,0,0,0,2,1.2,0.6,0.0%,2023,18325,,,,,,,
113,Jacob Harris (JAC),1,1,6,6.0,6,0,0,0,0,0,0,3,1.1,0.4,0.0%,2023,23251,,,,,,,
114,Richard Rodgers (FA),1,4,4,4.0,4,0,0,0,0,0,0,3,0.9,0.3,0.0%,2023,12233,,,,,,,
115,Drew Sample (CIN),2,2,-2,-1.0,2,0,0,0,0,0,0,2,0.8,0.4,0.1%,2023,18561,,,,,,,
116,Mitchell Fraboni (DEN),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2023,18888,,,,,,,
117,Matt Sokol (NE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,18921,,,,,,,
118,Matthew Orzech (GB),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2023,18991,,,,,,,
119,Stephen Carlson (CHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,18757,,,,,,,
120,Jace Sternberger (BUF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,18614,,,,,,,
121,Hakeem Butler (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2023,18229,,,,,,,
122,Kaden Smith (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,18293,,,,,,,
123,Daniel Helm (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,18350,,,,,,,
124,Brandon Dillon (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,18400,,,,,,,
125,Tyree Jackson (PHI),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2023,18591,,,,,,,
126,Alize Mack (TEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,18596,,,,,,,
127,Jake Bargas (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,20055,,,,,,,
128,Tommy Hudson (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,19893,,,,,,,
129,Nick Bowers (CIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,20017,,,,,,,
130,Feleipe Franks (ATL),0,2,0,0.0,0,0,0,1,0,0,0,5,0.0,0.0,0.0%,2023,20081,,,,,,,
131,Dalton Keene (HOU),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,19563,,,,,,,
132,Jared Pinkney (CHI),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2023,19250,,,,,,,
133,Scotty Washington (NE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,19857,,,,,,,
134,Charlie Woerner (SF),0,2,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2023,19665,,,,,,,
135,Noah Togiai (ARI),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,19688,,,,,,,
136,Lawrence Cager (NYG),13,19,118,9.1,20,1,1,0,0,0,0,6,0.0,0.0,0.0%,2023,19701,,,,,,,
137,Reggie Gilliam (BUF),9,11,76,8.4,14,0,1,0,0,0,0,8,0.0,0.0,0.0%,2023,19844,,,,,,,
138,Rashod Berry (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,19849,,,,,,,
139,Chris Pierce Jr. (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,24657,,,,,,,
140,Leroy Watson (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,24675,,,,,,,
141,Jake Tonges (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,24778,,,,,,,
142,Rodney Williams (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,24820,,,,,,,
143,Dre Miller (GB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,24822,,,,,,,
144,Justin Rigg (TEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,24836,,,,,,,
145,Zaire Mitchell-Paden (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,24853,,,,,,,
146,Cole Fotheringham (LV),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,24886,,,,,,,
147,Tucker Fisk (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,24921,,,,,,,
148,Curtis Hodges (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2023,24630,,,,,,,
149,Nikola Kalinic (LAR),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2023,24144,,,,,,,
