pid,Player,Season,AVG,FPTS_TG_pred,STD,Position
25323,Tyjae Spears TEN (7),2023,165.0,4.332196016106894,7.071067811865476,rb
22921,Jerome Ford CLE (5),2023,165.0,4.990969838494841,2.8284271247461903,rb
19708,K.J. Osborn MIN (13),2023,165.5,7.092368013847431,19.091883092036785,wr
17259,Michael Gallup DAL (7),2023,166.7,6.9953029848154245,33.30665599145813,wr
12092,Derek Carr NO (11),2023,167.0,17.537515599876286,34.11744421846396,qb
25251,Jalin Hyatt NYG (13),2023,168.0,7.022425509764199,5.656854249492381,wr
19810,Darnell Mooney CHI (13),2023,168.0,6.876340489529815,38.97435053981015,wr
17115,Taysom Hill NO (11),2023,170.0,5.117574290850761,24.020824298928627,te
19325,Clyde Edwards-Helaire KC (10),2023,170.7,5.450039012865884,26.76440422152777,rb
18600,Kyler Murray ARI (14),2023,171.7,16.61342870026798,27.934447074057747,qb
16425,Kareem Hunt,2023,172.3,5.449439713847603,34.12232895529456,rb
16431,Zay Jones JAC (9),2023,172.7,7.09775645912018,20.840665376454115,wr
9451,Matthew Stafford LAR (10),2023,173.7,16.875598335394756,32.86842456421258,qb
18610,Irv Smith Jr. CIN (7),2023,174.7,4.872138976786887,11.015141094572204,te
11613,Cordarrelle Patterson ATL (11),2023,175.7,6.526087439702992,44.959240800232976,rb
16378,Leonard Fournette,2023,176.3,9.213270024632031,19.5021366350801,rb
23791,Alec Pierce IND (11),2023,176.5,7.0449277706065905,2.1213203435596424,wr
16459,Gerald Everett LAC (5),2023,176.7,5.945950111499842,30.08875759039136,te
17292,DJ Chark Jr. CAR (7),2023,177.3,6.2496108362299845,26.08320021265284,wr
23056,Michael Mayer LV (13),2023,177.7,5.915708503245692,25.716402029314548,te
23113,Rashee Rice KC (10),2023,178.0,6.538382778407111,40.0374824383352,wr
23030,Jonathan Mingo CAR (7),2023,178.0,6.538382778407111,32.18695387886216,wr
