Player,ATT_RUSHING,YDS_RUSHING,TDS_RUSHING,REC_RECEIVING,YDS_RECEIVING,TDS_RECEIVING,FL_MISC,FPTS_MISC_proj,Season,pid,FPTS_MISC_real,FPTS/G_MISC,AVG
Kirk Merritt NO,9.1,38.7,0.3,7.4,58.1,0.3,0.1,16.9,2023,19753,0.0,0.0,
Elijah Dotson LAC,15.7,65.8,0.6,4.5,32.0,0.2,0.1,16.4,2023,25558,0.0,0.0,
Alec Ingold MIA,5.0,13.2,0.1,10.3,70.3,0.4,0.0,16.3,2023,18571,30.8,2.6,
J.J. Taylor NE,4.4,67.7,0.5,4.3,29.1,0.2,0.1,15.7,2023,19438,2.2,2.2,
Darrynton Evans BUF,13.5,46.0,0.1,9.0,43.3,0.3,0.1,15.2,2023,19418,10.2,3.4,
Ty'Son Williams ARI,19.8,73.5,0.5,3.7,26.0,0.1,0.0,15.1,2023,19636,1.0,1.0,
Snoop Conner JAC,21.7,71.0,0.6,3.2,20.8,0.1,0.0,14.9,2023,23027,10.2,2.0,
Jonathan Williams WAS,26.8,75.3,0.4,3.4,20.8,0.1,0.1,13.9,2023,15611,22.7,2.5,
Brittain Brown LV,15.5,63.7,0.4,4.1,26.8,0.1,0.1,13.7,2023,24572,0.0,0.0,
Trey Sermon PHI,21.6,74.6,0.1,3.8,35.1,0.1,0.2,13.5,2023,19425,1.9,1.9,
Zander Horvath LAC,6.1,14.3,0.0,5.5,25.1,1.1,0.0,13.5,2023,23933,16.1,2.0,
Royce Freeman LAR,11.5,64.9,0.3,4.2,25.3,0.1,0.1,13.1,2023,17245,16.0,3.2,
Mike Boone HOU,21.0,70.2,0.2,2.8,26.5,0.1,0.0,12.9,2023,17813,24.3,3.0,
C.J. Ham MIN,5.9,16.9,0.1,8.0,45.6,0.3,0.0,12.8,2023,16209,26.3,2.4,
Julius Chestnut TEN,12.7,44.9,0.1,5.7,37.3,0.2,0.1,12.6,2023,24689,6.8,1.1,
Jaleel McLaughlin DEN,16.5,57.4,0.2,3.8,25.8,0.1,0.1,11.8,2023,25876,0.0,0.0,
Patrick Ricard BAL,5.8,16.6,0.1,7.1,43.0,0.3,0.4,10.9,2023,17145,14.5,1.1,
La'Mical Perine KC,4.2,17.6,0.2,5.0,35.6,0.3,0.0,10.9,2023,19333,0.0,0.0,
Godwin Igwebuike ATL,0.0,7.8,0.1,6.6,47.3,0.2,0.0,10.7,2023,17352,1.2,0.2,
Hunter Luepke DAL,0.0,23.2,0.3,4.8,24.9,0.3,0.0,10.3,2023,25941,0.0,0.0,
Jermar Jefferson DET,4.6,19.4,0.2,4.4,34.4,0.3,0.0,10.3,2023,20088,0.0,0.0,
Trestan Ebner CHI,16.2,54.5,0.1,3.0,25.0,0.1,0.1,10.2,2023,24047,5.2,0.5,
Jake Funk IND,8.4,35.3,0.2,3.5,24.8,0.2,0.0,9.8,2023,23190,0.0,0.0,290.0
Ronnie Rivers LAR,12.8,41.9,0.0,4.1,26.7,0.1,0.1,9.5,2023,23986,7.5,3.8,
Qadree Ollison JAC,4.5,18.8,0.2,4.5,32.1,0.2,0.0,9.4,2023,18480,0.0,0.0,
Patrick Laird TB,4.3,18.0,0.2,4.4,31.7,0.2,0.0,9.1,2023,18332,0.0,0.0,
Jason Cabinda DET,4.6,12.5,0.1,4.4,33.2,0.3,0.0,9.1,2023,17429,0.0,0.0,
Giovanni Ricci CAR,4.7,19.6,0.2,4.1,30.0,0.2,0.0,9.1,2023,19756,,,
Spencer Brown CAR,4.7,19.7,0.2,4.1,28.6,0.2,0.0,8.9,2023,23264,6.3,3.2,
Larry Rountree III HOU,4.3,17.6,0.0,4.8,36.0,0.2,0.0,8.8,2023,19537,4.3,1.4,
Nate McCrary GB,5.4,22.6,0.1,3.8,28.5,0.2,0.0,8.7,2023,23512,0.0,0.0,
Gerrid Doaks HOU,4.7,19.7,0.1,4.0,27.8,0.2,0.0,8.3,2023,23286,0.0,0.0,
Jonathan Ward TEN,10.1,42.8,0.2,1.9,14.0,0.1,0.0,8.3,2023,19974,4.2,1.1,
Avery Williams ATL,5.4,23.1,0.2,3.4,22.1,0.2,0.0,8.3,2023,23279,25.5,1.5,
Jaret Patterson WAS,10.1,33.6,0.2,2.4,16.2,0.1,0.0,8.0,2023,20155,7.8,3.9,
Adam Prentice NO,0.0,12.1,0.1,4.0,19.1,0.2,0.0,6.9,2023,23451,3.3,0.6,
Henry Pearson GB,0.0,13.1,0.1,3.7,16.4,0.2,0.0,6.8,2023,25667,0.0,0.0,
Michael Burton DEN,4.7,12.1,0.1,3.3,19.2,0.2,0.0,6.6,2023,14191,2.8,0.2,
Jack Colletto SF,0.0,7.3,0.1,3.6,16.3,0.2,0.0,5.7,2023,25630,0.0,0.0,
Jason Huntley IND,5.0,14.6,0.1,2.2,17.5,0.1,0.0,5.6,2023,19655,0.0,0.0,
Khari Blasingame CHI,5.7,13.5,0.1,2.7,12.3,0.1,0.0,5.3,2023,18847,0.0,0.0,
Jakob Johnson LV,0.0,2.0,0.0,4.5,16.0,0.2,0.0,5.2,2023,18673,3.5,0.3,
Keith Smith ATL,5.4,12.4,0.1,2.8,11.4,0.1,0.0,5.1,2023,13192,1.5,0.2,
Ellis Merriweather NO,0.0,10.2,0.1,0.5,3.7,0.0,0.0,2.3,2023,25918,0.0,0.0,
Tyler Goodson GB,0.0,10.2,0.1,0.5,2.6,0.0,0.0,2.2,2023,22976,0.0,0.0,
Dwayne Washington DEN,0.0,3.6,0.0,0.5,4.4,0.0,0.0,1.1,2023,15850,5.0,0.7,
Clint Ratkovich ATL,0.0,0.0,0.0,0.2,1.4,0.0,0.0,0.2,2023,24080,0.0,0.0,
Nick Bellore SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,10978,0.0,0.0,
Keaton Mitchell BAL,38.0,123.7,0.0,0.0,45.9,0.0,0.2,0.0,2023,25360,0.0,0.0,
Israel Abanikanda NYJ,94.3,352.4,0.3,0.0,130.8,0.1,0.5,0.0,2023,24352,0.0,0.0,277.5
Kenny McIntosh SEA,49.0,164.8,0.0,0.0,61.1,0.0,0.3,0.0,2023,25329,0.0,0.0,
Darrel Williams NO,36.7,117.1,0.0,0.0,72.6,0.0,0.2,0.0,2023,17514,19.1,3.8,
