Player,ATT_RUSHING,YDS_RUSHING,TDS_RUSHING,REC_RECEIVING,YDS_RECEIVING,TDS_RECEIVING,FL_MISC,FPTS_MISC_proj,Season,pid,FPTS_MISC_real,FPTS/G_MISC
Cody Chrest GB,0.0,12.8,0.0,23.8,302.0,2.0,0.0,55.4,2023,25733,0.0,0.0
Marvin Mims Jr. DEN,1.1,5.3,0.0,21.3,346.5,1.5,0.2,54.7,2023,23080,0.0,0.0
Laviska Shenault Jr. CAR,18.6,88.1,0.8,19.8,265.4,0.8,0.2,54.3,2023,19221,59.2,4.6
Josh Downs IND,1.2,8.1,0.0,19.7,343.4,1.3,0.2,52.5,2023,24706,0.0,0.0
Tutu Atwell LAR,7.0,31.7,0.4,20.6,300.8,1.1,0.4,51.7,2023,20126,54.2,4.5
Braxton Berrios MIA,2.6,27.1,0.5,20.1,262.4,0.9,0.4,46.6,2023,17289,48.7,2.9
Chris Moore TEN,1.2,3.2,0.0,24.1,263.2,1.0,0.0,44.9,2023,15654,91.1,6.1
Quez Watkins PHI,0.8,1.2,0.0,17.6,292.0,1.2,0.2,44.7,2023,19715,68.0,4.0
Jauan Jennings SF,0.0,0.2,0.0,19.9,257.8,1.1,0.0,42.1,2023,19590,65.1,4.1
Tank Dell HOU,0.8,4.8,0.1,16.4,285.4,0.7,0.2,41.1,2023,25361,0.0,0.0
Olamide Zaccheaus PHI,0.8,2.7,0.0,19.5,247.2,1.2,0.4,41.0,2023,18864,90.0,5.3
Marquez Callaway DEN,0.0,0.3,0.0,20.9,224.6,1.3,0.0,41.0,2023,19505,29.8,3.0
Cole Beasley NYG,0.0,0.5,0.0,19.5,212.5,1.4,0.0,39.4,2023,11459,6.5,1.3
Noah Brown HOU,0.1,0.5,0.0,21.2,235.8,0.9,0.1,39.4,2023,16443,93.0,5.8
Demarcus Robinson LAR,0.0,0.2,0.0,21.9,222.6,1.0,0.1,38.8,2023,15665,79.8,5.0
Kalif Raymond DET,0.8,19.6,0.2,16.8,205.4,1.1,0.1,38.3,2023,16081,92.7,5.5
Marquise Goodwin CLE,1.2,6.0,0.0,15.8,210.4,1.4,0.0,38.2,2023,11599,76.7,5.9
Charlie Jones CIN,0.9,7.1,0.0,18.1,229.7,1.1,0.7,38.1,2023,25336,0.0,0.0
Randall Cobb NYJ,0.1,0.6,0.0,19.9,202.9,1.1,0.1,36.9,2023,9902,64.7,5.0
Michael Wilson ARI,1.2,10.1,0.1,15.1,239.4,0.6,0.1,36.2,2023,25333,0.0,0.0
Cade Johnson SEA,0.0,2.4,0.0,16.5,191.1,1.2,0.0,35.0,2023,22808,3.1,1.6
Cedrick Wilson Jr. MIA,0.3,0.7,0.0,19.3,192.1,1.0,0.0,34.7,2023,17262,20.4,1.6
Jalen Guyton LAC,1.2,5.8,0.0,15.8,204.3,0.9,0.0,34.3,2023,18941,7.4,3.7
Devin Duvernay BAL,3.8,41.1,0.2,9.8,199.3,0.6,0.0,33.6,2023,19270,97.6,7.0
Kyle Philips TEN,1.0,5.1,0.0,13.2,207.6,0.6,0.2,31.5,2023,23896,7.8,2.0
Samori Toure GB,0.4,1.9,0.0,16.0,179.6,0.8,0.1,30.7,2023,23883,16.7,4.2
Justin Watson KC,0.0,0.3,0.0,13.7,179.9,0.9,0.0,30.4,2023,17603,51.0,3.0
David Bell CLE,0.0,0.3,0.0,12.7,211.2,0.5,0.0,30.2,2023,23108,33.4,2.2
Trey Palmer TB,0.4,2.2,0.0,15.2,184.2,0.5,0.1,28.8,2023,25331,0.0,0.0
Jamal Agnew JAC,3.7,45.4,0.3,14.6,123.1,0.5,0.1,28.7,2023,16666,60.8,4.1
Trent Sherfield BUF,0.0,0.8,0.0,11.6,172.5,0.7,0.0,27.1,2023,17888,68.7,4.3
Garett Maag MIN,0.0,8.2,0.0,12.1,138.0,0.9,0.0,26.3,2023,25959,0.0,0.0
Lynn Bowden Jr. NO,0.0,15.9,0.1,12.3,136.9,0.7,0.0,26.3,2023,19587,0.0,0.0
Dyami Brown WAS,0.4,7.1,0.0,11.8,155.8,0.6,0.0,25.7,2023,20113,30.3,3.4
Tre Nixon NE,0.0,6.3,0.0,10.1,137.5,0.9,0.0,24.8,2023,23305,0.0,0.0
Zach Pascal ARI,0.1,0.9,0.0,14.0,145.0,0.5,0.1,24.7,2023,16972,28.5,1.9
KhaDarel Hodge ATL,0.0,4.0,0.0,11.6,123.2,0.9,0.0,23.8,2023,18166,34.7,2.7
Dee Eskridge SEA,3.2,22.1,0.1,13.4,113.7,0.5,0.0,23.7,2023,22785,10.3,1.1
Steven Sims Jr. HOU,0.0,28.0,0.2,9.3,112.2,0.6,0.1,23.5,2023,18962,24.4,2.0
Greg Ward PHI,0.0,0.7,0.0,10.0,131.0,0.6,0.0,21.9,2023,17130,0.0,0.0
Calvin Austin III PIT,0.2,3.5,0.0,11.3,129.7,0.5,0.1,21.7,2023,23739,0.0,0.0
Trenton Irwin CIN,0.1,0.6,0.0,13.5,113.1,0.5,0.0,21.2,2023,18726,55.7,6.2
Shi Smith CAR,0.1,0.9,0.0,10.1,129.1,0.5,0.2,20.9,2023,20127,50.6,3.0
David Moore TB,0.0,10.4,0.1,8.7,104.1,0.6,0.0,20.2,2023,16757,0.0,0.0
Kendall Hinton DEN,0.1,5.4,0.0,9.6,105.1,0.5,0.0,18.9,2023,19901,44.4,4.0
Andre Baccellia ARI,0.0,0.0,0.0,9.1,116.9,0.4,0.0,18.7,2023,20050,8.0,1.6
DeAndre Carter LV,0.6,7.3,0.0,8.8,107.4,0.4,0.2,18.0,2023,14103,89.3,5.3
Phillip Dorsett II LV,0.1,1.2,0.0,10.9,87.8,0.6,0.0,17.9,2023,13979,41.7,2.8
Brandon Powell MIN,0.8,25.7,0.0,10.2,77.6,0.4,0.1,17.5,2023,17793,35.6,2.1
Damiere Byrd CAR,0.0,0.4,0.0,7.7,103.4,0.5,0.0,17.5,2023,14222,45.3,3.8
Jamison Crowder NYG,0.1,1.1,0.0,3.4,151.8,0.1,0.1,17.3,2023,13976,9.0,2.3
Equanimeous St. Brown CHI,0.4,9.9,0.0,6.7,98.9,0.4,0.0,16.9,2023,17307,54.2,3.4
Deven Thompkins TB,0.0,16.6,0.2,6.3,85.8,0.4,0.0,16.8,2023,24134,8.3,1.7
Nelson Agholor BAL,0.4,1.2,0.0,3.7,139.1,0.2,0.3,16.5,2023,13969,59.7,4.0
Jalen Virgil DEN,0.0,0.0,0.0,7.1,92.3,0.6,0.0,16.2,2023,24218,12.5,1.8
Ashton Dulin IND,0.2,3.5,0.0,8.0,89.7,0.4,0.0,15.6,2023,18656,35.0,3.5
Velus Jones Jr. CHI,0.4,34.2,0.1,3.9,79.1,0.2,0.1,15.3,2023,24214,30.5,2.8
Scott Miller ATL,0.4,4.7,0.1,6.7,90.0,0.3,0.0,15.0,2023,18714,30.8,2.6
Tre'Quan Smith NO,0.1,0.3,0.0,5.8,94.0,0.4,0.0,14.5,2023,17261,43.3,4.3
Cody Thompson SEA,0.0,0.0,0.0,7.4,85.7,0.4,0.0,14.4,2023,18535,0.0,0.0
Jalen Reagor MIN,2.9,15.3,0.1,7.5,70.1,0.3,0.1,14.4,2023,19219,22.9,1.3
Bryan Edwards NO,0.0,1.3,0.0,7.7,82.8,0.3,0.0,14.3,2023,18634,3.0,0.8
Denzel Mims DET,0.0,0.1,0.0,5.6,96.4,0.3,0.0,14.3,2023,19344,24.1,2.7
Tre Tucker LV,0.2,5.4,0.0,8.0,76.1,0.3,0.0,14.1,2023,25337,0.0,0.0
Byron Pringle WAS,0.0,0.0,0.0,6.8,81.5,0.4,0.0,14.1,2023,17739,30.5,3.1
Kaylon Geiger Sr. TB,0.0,6.1,0.1,5.5,70.7,0.4,0.0,13.4,2023,24213,0.0,0.0
Jalen Tolbert DAL,0.6,3.3,0.0,3.7,96.4,0.2,0.1,13.3,2023,23770,2.2,0.7
Jakeem Grant Sr. CLE,0.0,24.2,0.2,4.8,52.2,0.2,0.0,12.2,2023,15680,0.0,0.0
Montrell Washington DEN,0.0,8.8,0.0,4.6,68.6,0.4,0.0,12.2,2023,24554,3.2,0.2
Simi Fehoko DAL,0.0,0.8,0.0,5.7,62.5,0.5,0.0,11.9,2023,23196,3.9,1.3
Deonte Harty BUF,1.6,8.3,0.0,2.6,92.4,0.2,0.3,11.8,2023,18876,0.3,0.1
Mike Strachan IND,0.0,0.0,0.0,5.7,68.1,0.3,0.0,11.7,2023,23395,7.4,1.2
Ray-Ray McCloud III SF,2.8,26.9,0.3,3.9,46.4,0.2,0.1,11.7,2023,17530,51.1,3.0
Dante Pettis CHI,0.1,4.7,0.0,6.2,68.2,0.2,0.0,11.7,2023,17264,55.7,3.3
Lance McCutcheon LAR,0.0,0.7,0.0,4.1,62.4,0.3,0.0,9.9,2023,24812,0.0,0.0
Darrius Shepherd LAC,0.0,5.0,0.0,4.1,55.4,0.3,0.0,9.9,2023,19030,0.0,0.0
Bo Melton GB,0.0,3.4,0.0,4.4,52.8,0.3,0.0,9.8,2023,24049,0.0,0.0
Kevin Austin Jr. JAC,0.0,1.9,0.0,4.3,53.9,0.3,0.0,9.8,2023,23049,0.0,0.0
River Cracraft MIA,0.1,0.9,0.0,4.6,54.8,0.2,0.0,9.2,2023,17224,26.7,3.3
KaVontae Turpin DAL,0.0,4.3,0.0,3.6,45.8,0.3,0.0,8.8,2023,18520,-0.9,-0.1
Gunner Olszewski PIT,0.0,24.1,0.0,2.4,39.8,0.2,0.1,8.6,2023,19093,9.7,0.6
Maurice Alexander DET,0.0,0.0,0.0,3.6,48.3,0.3,0.0,8.6,2023,25205,1.2,0.4
Trinity Benson DET,0.0,0.0,0.0,3.5,46.9,0.3,0.0,8.4,2023,18815,0.0,0.0
Isaiah Coulter BUF,0.0,0.0,0.0,3.7,44.4,0.3,0.0,8.2,2023,19771,0.0,0.0
Dezmon Patmon BUF,0.0,0.0,0.0,3.6,44.0,0.3,0.0,8.2,2023,19736,3.4,3.4
Stanley Morgan Jr. CIN,0.0,0.0,0.0,3.8,42.9,0.3,0.0,8.1,2023,18624,0.0,0.0
Easop Winston Jr. SEA,0.0,2.1,0.0,3.6,47.7,0.2,0.0,8.1,2023,19486,0.0,0.0
Dennis Houston DAL,0.0,0.0,0.0,3.5,42.3,0.3,0.0,8.0,2023,24857,2.6,1.3
Matthew Slater NE,0.0,1.1,0.0,2.3,54.1,0.2,0.0,7.9,2023,9446,0.0,0.0
Seth Williams JAC,0.0,0.0,0.0,3.7,47.0,0.2,0.0,7.9,2023,20118,0.0,0.0
Jacob Harris JAC,0.0,0.0,0.0,3.7,46.2,0.2,0.0,7.8,2023,23251,0.0,0.0
Jacob Harris JAC,0.0,0.0,0.0,3.7,46.2,0.2,0.0,7.8,2023,23251,1.1,0.4
KeeSean Johnson BUF,0.0,0.0,0.0,3.6,41.0,0.3,0.0,7.8,2023,18618,0.0,0.0
Joe Reed CHI,0.0,7.7,0.0,2.1,45.4,0.2,0.0,7.6,2023,19468,0.0,0.0
Andy Isabella BUF,0.0,5.6,0.0,2.5,40.9,0.2,0.0,7.5,2023,18409,3.2,0.8
Brandon Johnson DEN,0.0,0.8,0.0,3.4,42.3,0.2,0.0,7.3,2023,24233,11.2,2.2
Erik Ezukanma MIA,0.0,0.0,0.0,3.6,42.2,0.2,0.0,7.1,2023,23755,0.8,0.8
Tylan Wallace BAL,0.3,1.5,0.0,3.0,51.2,0.1,0.1,7.1,2023,19801,5.3,0.9
Jaelon Darden CLE,0.0,2.9,0.0,2.4,45.2,0.2,0.0,7.0,2023,22796,3.8,0.3
Danny Gray SF,0.4,2.3,0.0,1.5,54.7,0.1,0.1,6.8,2023,24178,2.4,0.3
C.J. Saunders CAR,0.0,0.0,0.0,3.4,40.1,0.2,0.0,6.8,2023,23522,0.0,0.0
Cam Sims LV,0.1,0.3,0.0,3.4,44.8,0.1,0.0,6.7,2023,18016,12.9,1.0
Dez Fitzpatrick PIT,0.0,0.0,0.0,3.3,40.4,0.2,0.0,6.7,2023,20112,0.0,0.0
Cody White PIT,0.0,0.0,0.0,3.4,39.9,0.2,0.0,6.7,2023,19739,0.7,0.7
Austin Trammell LAR,0.0,0.6,0.0,2.5,42.6,0.2,0.0,6.7,2023,23260,2.3,1.2
Keke Coutee NO,0.0,0.0,0.0,3.4,39.0,0.2,0.0,6.6,2023,17490,0.5,0.1
Anthony Schwartz CLE,0.8,7.4,0.1,3.0,36.3,0.1,0.2,6.6,2023,20125,16.8,2.4
Keelan Cole Sr. LV,0.0,0.0,0.0,3.3,38.9,0.2,0.0,6.6,2023,16864,25.1,2.1
Mason Kinsey TEN,0.0,0.0,0.0,3.1,38.5,0.2,0.0,6.4,2023,19704,0.8,0.4
Michael Woods II CLE,0.0,0.0,0.0,3.1,38.2,0.2,0.0,6.4,2023,23893,6.5,0.8
Jalen Nailor MIN,0.2,0.7,0.0,2.9,37.5,0.2,0.0,6.3,2023,24177,28.4,3.6
Racey McMath TEN,0.0,0.0,0.0,3.0,37.8,0.2,0.0,6.3,2023,23270,5.4,1.4
Trent Taylor CIN,0.0,5.8,0.0,2.3,32.2,0.2,0.0,6.2,2023,16505,8.7,0.5
Chris Conley SF,0.0,0.0,0.0,3.0,35.8,0.2,0.0,6.2,2023,14151,6.6,1.7
Malik Turner IND,0.0,0.0,0.0,2.9,35.5,0.2,0.0,6.0,2023,18168,0.0,0.0
Vyncint Smith IND,0.0,0.0,0.0,2.8,34.0,0.2,0.0,5.8,2023,17714,0.0,0.0
Josh Ali ATL,0.0,0.0,0.0,2.8,32.7,0.2,0.0,5.7,2023,25218,0.0,0.0
Dareke Young SEA,0.0,0.3,0.0,2.9,31.6,0.2,0.0,5.6,2023,24570,3.4,0.5
Frank Darby ATL,0.0,0.6,0.0,1.8,35.0,0.2,0.0,5.4,2023,22882,2.0,2.0
Jalen Camp HOU,0.0,3.3,0.0,2.0,30.8,0.1,0.0,5.3,2023,23296,1.2,1.2
Dax Milne WAS,0.2,0.2,0.0,3.3,37.8,0.1,0.4,5.2,2023,22800,12.7,0.8
Daurice Fountain CHI,0.0,0.0,0.0,2.4,28.7,0.2,0.0,5.1,2023,17519,0.0,0.0
James Proche II BAL,0.0,0.8,0.0,2.1,33.0,0.1,0.0,5.1,2023,19359,9.2,0.8
Nsimba Webster CHI,0.0,0.0,0.0,2.4,28.5,0.2,0.0,5.1,2023,18907,2.4,2.4
Tim Jones JAC,0.1,0.8,0.0,2.5,31.7,0.1,0.0,5.1,2023,23438,4.5,0.6
Keith Kirkwood NO,0.0,0.1,0.0,2.3,28.7,0.1,0.0,4.8,2023,17871,2.8,0.9
James Washington NO,0.0,0.1,0.0,1.9,26.8,0.1,0.0,4.4,2023,17254,0.0,0.0
Alex Erickson NYJ,0.0,0.2,0.0,2.1,25.1,0.1,0.0,4.4,2023,15706,0.0,0.0
Miles Boykin PIT,0.0,0.3,0.0,1.7,29.1,0.1,0.0,4.4,2023,18636,2.1,0.2
Ty Scott KC,0.0,0.9,0.0,2.0,22.2,0.2,0.0,4.3,2023,25774,0.0,0.0
Kawaan Baker NO,0.0,0.0,0.0,1.6,20.0,0.2,0.0,3.7,2023,23313,0.0,0.0
Breshad Perriman IND,0.0,0.7,0.0,1.1,16.3,0.1,0.0,2.8,2023,13975,18.8,2.4
Jason Brownlee NYJ,0.0,0.4,0.0,0.8,9.7,0.1,0.0,1.9,2023,25754,0.0,0.0
Taylor Grimes DEN,0.0,0.3,0.0,0.3,4.8,0.0,0.0,0.8,2023,25882,0.0,0.0
Britain Covey PHI,0.0,0.3,0.0,0.0,1.6,0.0,0.0,0.2,2023,24234,0.0,0.0
Robbie Chosen MIA,0.8,5.6,0.0,0.0,291.2,0.2,0.2,0.0,2023,15688,42.2,3.5
Xavier Hutchinson HOU,1.1,6.8,0.1,0.0,274.4,0.1,0.2,0.0,2023,25332,0.0,0.0
Tyler Scott CHI,0.9,5.3,0.0,0.0,213.7,0.0,0.1,0.0,2023,25442,0.0,0.0
Cedric Tillman CLE,1.6,10.1,0.1,0.0,399.2,0.3,0.3,0.0,2023,25287,0.0,0.0
David Sills V NYG,0.2,1.5,0.0,0.0,33.7,0.0,0.0,0.0,2023,18566,16.1,2.3
Andrei Iosivas CIN,0.4,2.7,0.0,0.0,105.5,0.0,0.1,0.0,2023,25335,0.0,0.0
Tim Patrick DEN,0.0,0.0,0.0,0.0,381.3,0.3,0.0,0.0,2023,16556,0.0,0.0
Justyn Ross KC,1.4,8.6,0.1,0.0,343.8,0.2,0.2,0.0,2023,19798,0.0,0.0
Demetric Felton Jr. CLE,0.3,2.1,0.0,0.0,81.8,0.0,0.1,0.0,2023,20105,1.4,0.2
Demetric Felton Jr. CLE,0.3,2.1,0.0,0.0,81.8,0.0,0.1,0.0,2023,20105,0.0,0.0
Justin Shorter BUF,0.2,1.2,0.0,0.0,46.6,0.0,0.0,0.0,2023,24083,0.0,0.0
A.T. Perry NO,0.9,5.3,0.0,0.0,213.7,0.0,0.1,0.0,2023,24353,0.0,0.0
Parker Washington JAC,0.7,4.4,0.0,0.0,177.4,0.0,0.1,0.0,2023,23106,0.0,0.0
Quintez Cephus DET,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,2023,19396,2.5,0.8
Kayshon Boutte NE,1.6,9.8,0.1,0.0,388.5,0.3,0.3,0.0,2023,22989,0.0,0.0
Juwann Winfree IND,0.2,1.0,0.0,0.0,22.4,0.0,0.0,0.0,2023,18699,2.2,0.7
Dontayvion Wicks GB,0.4,2.7,0.0,0.0,105.5,0.0,0.1,0.0,2023,24354,0.0,0.0
Bryce Ford-Wheaton NYG,0.3,2.1,0.0,0.0,81.8,0.0,0.1,0.0,2023,25340,0.0,0.0
Puka Nacua LAR,1.5,9.2,0.1,0.0,366.8,0.2,0.2,0.0,2023,23180,0.0,0.0
Demario Douglas NE,0.3,2.1,0.0,0.0,81.8,0.0,0.1,0.0,2023,25304,0.0,0.0
Travis Kelce KC,,,,92.8,1139.2,8.2,0.5,208.2,2020,11594,260.3,17.4
George Kittle SF,,,,87.1,1069.9,6.4,0.5,188.3,2020,16499,101.1,12.6
Zach Ertz ARI,,,,83.7,875.0,6.6,0.5,167.9,2020,11689,59.5,5.4
Mark Andrews BAL,,,,63.0,840.0,7.6,0.5,160.2,2020,17269,141.1,10.1
Darren Waller NYG,,,,74.1,878.6,4.7,0.5,152.4,2020,14104,225.1,14.1
Evan Engram JAC,,,,64.9,736.7,5.0,0.4,135.3,2020,16411,109.5,6.8
Hunter Henry NE,,,,59.1,699.7,5.1,0.5,129.4,2020,15561,115.3,8.2
Tyler Higbee LAR,,,,63.4,712.7,4.5,0.4,129.3,2020,15623,106.2,7.1
Hayden Hurst CAR,,,,56.7,647.6,4.4,0.4,118.9,2020,17283,121.1,7.6
Noah Fant SEA,,,,51.8,648.2,4.5,0.5,116.5,2020,17527,118.3,7.9
Austin Hooper LV,,,,54.8,609.3,4.5,0.4,114.8,2020,15581,90.5,7.0
Mike Gesicki NE,,,,57.0,625.3,4.2,0.8,114.5,2020,17272,132.8,8.9
T.J. Hockenson MIN,,,,52.6,597.6,3.6,0.4,106.8,2020,18290,141.8,8.9
Dallas Goedert PHI,,,,52.9,543.9,4.4,0.5,106.4,2020,17270,93.4,8.5
Jonnu Smith ATL,,,,45.9,533.0,4.5,0.4,102.5,2020,16460,119.7,8.0
Ian Thomas CAR,,,,49.8,493.9,3.5,0.4,94.5,2020,17387,30.5,1.9
Dawson Knox BUF,,,,35.3,445.4,3.0,0.1,79.9,2020,18631,54.8,4.6
Irv Smith Jr. CIN,,,,41.6,419.2,2.8,0.4,78.8,2020,18610,83.5,6.4
Jimmy Graham NO,,,,40.2,435.5,2.4,0.4,77.2,2020,9712,118.6,7.4
C.J. Uzomah NYJ,,,,38.5,363.5,2.7,0.1,71.9,2020,14084,18.7,9.4
Jace Sternberger BUF,,,,35.6,357.2,3.1,0.4,71.3,2020,18614,23.4,2.0
Gerald Everett LAC,,,,32.3,360.2,2.4,0.1,66.4,2020,16459,72.4,4.5
David Njoku CLE,,,,30.5,341.2,2.9,0.4,66.1,2020,16399,42.8,3.3
Will Dissly SEA,,,,25.2,298.9,2.7,0.1,58.8,2020,18049,49.1,3.1
Devin Asiasi CIN,,,,29.7,310.3,2.2,0.4,58.6,2020,19435,10.9,1.4
Jordan Akins CLE,,,,29.1,311.5,1.7,0.1,55.8,2020,17415,65.2,5.0
Dan Arnold PHI,,,,22.8,276.0,2.1,0.1,51.2,2020,17143,81.3,5.1
Cole Kmet CHI,,,,25.7,272.3,1.7,0.4,49.8,2020,19229,48.0,3.0
Anthony Firkser NE,,,,21.7,265.5,1.9,0.0,48.5,2020,16787,64.2,4.0
Logan Thomas WAS,,,,24.2,247.3,1.5,0.1,45.7,2020,12095,140.6,8.8
Jesse James NO,,,,20.8,229.0,1.4,0.0,41.5,2020,13959,31.9,2.0
Jacob Hollister LV,,,,19.8,199.8,1.5,0.0,39.1,2020,16527,53.4,3.3
Taysom Hill NO,,,,17.9,191.1,1.7,0.3,37.8,2020,17115,0.0,0.0
Robert Tonyan CHI,,,,15.7,174.2,1.7,0.0,35.1,2020,16502,150.6,9.4
Tyler Kroft MIA,,,,15.8,163.5,1.6,0.0,33.7,2020,13960,35.9,3.6
Mo Alie-Cox IND,,,,13.4,178.2,1.3,0.0,32.5,2020,16579,64.9,4.3
Harrison Bryant CLE,,,,13.6,156.2,1.0,0.0,28.3,2020,19389,49.8,3.3
Drew Sample CIN,,,,15.2,146.5,0.8,0.6,26.2,2020,18561,58.9,3.7
Foster Moreau NO,,,,12.7,121.8,1.3,0.0,25.9,2020,18397,29.5,1.8
Jesper Horsted LV,,,,16.2,150.4,1.1,2.0,25.6,2020,18482,,
Marcedes Lewis CHI,,,,13.2,141.1,0.7,0.0,25.1,2020,9413,33.7,2.2
MyCole Pruitt ATL,,,,11.3,124.8,1.1,0.0,24.5,2020,13964,19.4,1.8
Andrew Beck HOU,,,,11.5,117.1,1.1,0.0,24.2,2020,18748,0.0,0.0
Andrew Beck HOU,,,,11.5,117.1,1.1,0.0,24.2,2020,18748,0.0,0.0
Nick Vannett HOU,,,,11.8,116.0,1.0,0.0,23.2,2020,15645,22.5,1.5
Dalton Schultz HOU,,,,12.1,131.3,0.6,0.0,23.0,2020,17349,115.0,7.2
Josiah Deguara GB,,,,12.7,128.6,0.8,0.5,22.9,2020,19456,1.7,0.9
Jordan Thomas CAR,,,,9.2,96.5,1.4,0.0,22.4,2020,17399,6.8,1.1
Adam Trautman DEN,,,,11.0,109.9,0.9,0.0,21.7,2020,19423,30.6,2.0
Charlie Woerner SF,,,,9.0,104.0,1.0,0.0,20.9,2020,19665,5.1,0.4
Blake Bell KC,,,,9.7,103.5,0.8,0.1,19.7,2020,13966,16.7,1.0
Chris Manhertz DEN,,,,7.7,92.6,0.7,0.0,17.4,2020,14014,8.2,0.5
Brycen Hopkins LAR,,,,7.9,82.9,0.6,0.0,15.9,2020,19234,0.0,0.0
Pharaoh Brown IND,,,,6.8,76.6,0.7,0.0,15.0,2020,16937,35.3,2.7
Eric Tomlinson HOU,,,,7.4,67.4,0.7,0.0,14.4,2020,14339,0.0,0.0
Donald Parham Jr. LAC,,,,6.6,73.3,0.6,0.0,14.2,2020,18835,38.9,3.0
Tommy Sweeney NYG,,,,6.0,73.5,0.6,0.0,13.8,2020,18325,,
Tanner Hudson CIN,,,,6.2,72.3,0.6,0.0,13.8,2020,17826,5.6,0.5
Albert Okwuegbunam DEN,,,,5.9,61.5,0.7,0.0,13.3,2020,18246,23.6,5.9
Geoff Swaim ARI,,,,5.7,55.7,0.6,0.0,12.2,2020,14164,18.8,1.9
Durham Smythe MIA,,,,6.2,60.0,0.5,0.0,11.8,2020,17508,45.8,3.1
Tyler Conklin NYJ,,,,5.6,63.0,0.4,0.0,11.4,2020,17598,34.9,2.2
Troy Fumagalli SF,,,,5.6,54.8,0.4,0.0,10.7,2020,17273,18.0,2.3
Trevon Wesco TEN,,,,5.0,52.4,0.4,0.0,10.0,2020,18567,1.0,0.1
Johnny Mundt MIN,,,,4.3,45.8,0.3,0.0,8.6,2020,16743,7.3,0.5
Sean McKeon DAL,,,,3.7,39.5,0.3,0.0,7.4,2020,19726,0.0,0.0
Eric Saubert MIA,,,,3.3,33.1,0.2,0.0,6.2,2020,16706,3.1,0.4
Zach Gentry PIT,,,,2.9,31.2,0.3,0.0,6.1,2020,18690,0.0,0.0
Stephen Carlson CHI,,,,2.9,30.6,0.3,0.0,6.0,2020,18757,3.6,0.2
Ross Dwelley SF,,,,2.2,23.3,0.2,0.0,4.8,2020,17886,40.0,2.5
Darrell Daniels DET,,,,2.1,24.1,0.2,0.0,4.5,2020,16582,19.2,1.6
Noah Togiai ARI,,,,2.0,22.8,0.2,0.0,4.2,2020,19688,0.0,0.0
Colby Parkinson SEA,,,,0.0,0.0,0.0,0.0,0.0,2020,19372,2.6,0.4
Brandon Dillon WAS,,,,0.0,0.0,0.0,0.0,0.0,2020,18400,1.1,0.4
Mason Schreck HOU,,,,0.0,0.0,0.0,0.0,0.0,2020,16541,0.0,0.0
Stephen Sullivan CAR,,,,0.0,0.0,0.0,0.0,0.0,2020,19641,0.0,0.0
Kendall Blanton KC,,,,0.0,0.0,0.0,0.0,0.0,2020,18431,,
Jared Pinkney CHI,,,,0.0,0.0,0.0,0.0,0.0,2020,19250,,
Alize Mack TEN,,,,0.0,0.0,0.0,0.0,0.0,2020,18596,,
Travis Kelce KC,,,,112.3,1405.2,10.4,0.5,257.8,2021,11594,216.8,13.6
Darren Waller NYG,,,,104.0,1209.1,7.9,0.6,219.1,2021,14104,106.0,9.6
George Kittle SF,,,,92.0,1138.7,6.5,0.4,198.0,2021,16499,162.5,11.6
Mark Andrews BAL,,,,72.9,878.4,8.0,0.6,171.3,2021,17269,247.6,14.6
T.J. Hockenson MIN,,,,75.5,838.3,5.3,0.5,152.2,2021,18290,114.8,9.6
Kyle Pitts ATL,,,,62.5,735.7,5.6,0.8,136.6,2021,20164,142.6,8.4
Noah Fant SEA,,,,66.3,740.7,4.6,0.4,133.9,2021,17527,125.0,7.8
Mike Gesicki NE,,,,58.6,683.2,5.5,0.4,129.7,2021,17272,128.5,7.6
Logan Thomas WAS,,,,65.7,662.1,5.2,0.4,129.5,2021,12095,44.6,8.9
Robert Tonyan CHI,,,,55.9,613.7,6.5,0.1,128.2,2021,16502,41.4,5.2
Tyler Higbee LAR,,,,59.3,661.5,5.1,0.4,125.6,2021,15623,116.5,7.8
Dallas Goedert PHI,,,,60.1,673.7,4.6,0.5,123.8,2021,17270,137.0,9.1
Jonnu Smith ATL,,,,53.9,555.5,4.8,0.5,110.6,2021,16460,53.4,3.3
Austin Hooper LV,,,,53.2,543.6,4.7,0.4,108.3,2021,15581,73.5,4.9
Anthony Firkser NE,,,,51.7,556.9,4.1,0.1,105.8,2021,16787,56.1,3.7
Evan Engram JAC,,,,55.4,559.3,3.6,0.4,104.4,2021,16411,79.5,5.3
Hunter Henry NE,,,,48.7,530.9,3.8,0.4,99.3,2021,15561,139.3,8.7
Zach Ertz ARI,,,,47.4,493.4,3.3,0.4,91.8,2021,11689,143.7,8.5
Cole Kmet CHI,,,,47.8,465.8,3.6,0.8,90.5,2021,19229,91.2,5.4
Gerald Everett LAC,,,,43.7,452.7,3.9,0.4,89.8,2021,16459,93.8,6.3
Jordan Akins CLE,,,,45.6,469.4,3.0,0.1,87.6,2021,17415,29.7,2.5
Dawson Knox BUF,,,,38.7,432.7,4.2,0.4,86.8,2021,18631,139.6,9.3
Hayden Hurst CAR,,,,43.7,452.2,3.2,0.0,86.4,2021,17283,51.1,4.3
Adam Trautman DEN,,,,37.8,427.7,3.4,0.4,81.0,2021,19423,49.8,4.5
